InvoiceNumber,EquipID,InvoiceDate
INV-00882,2628,2023-12-29
INV-00883,5852,2023-02-04
INV-00884,1054,2023-11-18
INV-00885,4146,2023-11-16
INV-00886,478,2023-08-19
INV-00887,2195,2023-11-03
INV-00888,5772,2023-08-30
INV-00889,2874,2023-11-25
INV-00890,2751,2023-09-17
INV-00891,4061,2023-04-15
INV-00892,5855,2023-08-05
INV-00893,5571,2023-10-04
INV-00894,3193,2023-02-13
INV-00895,918,2023-07-11
INV-00896,958,2023-02-02
INV-00897,3560,2023-11-21
INV-00898,1553,2023-02-14
INV-00899,204,2023-09-02
INV-00900,590,2023-08-19
INV-00901,18,2023-10-21
INV-00902,5407,2023-08-11
INV-00903,605,2023-03-16
INV-00904,4223,2023-02-02
INV-00905,3349,2023-10-26
INV-00906,3701,2023-04-12
INV-00907,3728,2023-10-22
INV-00908,760,2023-01-13
INV-00909,4984,2023-10-26
INV-00910,1712,2023-08-05
INV-00911,5713,2023-06-30
INV-00912,4945,2023-04-04
INV-00913,2581,2023-05-27
INV-00914,2654,2023-09-26
INV-00915,2142,2023-01-06
INV-00916,1162,2023-03-16
INV-00917,3102,2023-01-28
INV-00918,5106,2023-05-06
INV-00919,5067,2023-09-16
INV-00920,2136,2023-05-08
INV-00921,1538,2023-07-19
INV-00922,136,2023-05-12
INV-00923,1697,2023-02-11
INV-00924,1960,2023-04-18
INV-00925,1403,2023-02-11
INV-00926,1817,2023-02-24
INV-00927,2376,2023-09-13
INV-00928,772,2023-05-25
INV-00929,5742,2023-09-16
INV-00930,5758,2023-04-30
INV-00931,5537,2023-10-12
INV-00932,4806,2023-08-16
INV-00933,5317,2023-05-05
INV-00934,3361,2023-04-27
INV-00935,2854,2023-08-20
INV-00936,4696,2023-09-18
INV-00937,2833,2023-08-09
INV-00938,5154,2023-12-28
INV-00939,3209,2023-11-26
INV-00940,1709,2023-06-01
INV-00941,5752,2023-07-17
INV-00942,3063,2023-01-11
INV-00943,919,2023-09-10
INV-00944,1539,2023-10-12
INV-00945,2072,2023-10-25
INV-00946,4135,2023-10-05
INV-00947,5787,2023-09-19
INV-00948,2218,2023-07-05
INV-00949,126,2023-03-03
INV-00950,5609,2023-03-14
INV-00951,2136,2023-05-05
INV-00952,3217,2023-05-03
INV-00953,3731,2023-12-25
INV-00954,4544,2023-02-22
INV-00955,4746,2023-05-25
INV-00956,1273,2023-04-27
INV-00957,675,2023-11-11
INV-00958,335,2023-04-04
INV-00959,4125,2023-11-15
INV-00960,393,2023-02-21
INV-00961,2777,2023-04-02
INV-00962,1567,2023-03-11
INV-00963,198,2023-08-18
INV-00964,2664,2023-05-21
INV-00965,4671,2023-09-20
INV-00966,4507,2023-05-08
INV-00967,3057,2023-05-08
INV-00968,3913,2023-12-10
INV-00969,482,2023-07-01
INV-00970,1310,2023-03-05
INV-00971,373,2023-09-23
INV-00972,1749,2023-02-06
INV-00973,4083,2023-01-08
INV-00974,4145,2023-09-06
INV-00975,1491,2023-03-28
INV-00976,3563,2023-07-16
INV-00977,2480,2023-05-09
INV-00978,4540,2023-10-21
INV-00979,3530,2023-03-03
INV-00980,2104,2023-10-12
INV-00981,1756,2023-06-18
INV-00982,1420,2023-04-10
INV-00983,800,2023-10-06
INV-00984,4579,2023-06-18
INV-00985,5976,2023-11-17
INV-00986,3464,2023-01-15
INV-00987,1513,2023-06-23
INV-00988,1157,2023-10-30
INV-00989,3970,2023-01-06
INV-00990,3458,2023-12-05
INV-00991,3988,2023-05-04
INV-00992,1496,2023-05-11
INV-00993,4864,2023-02-27
INV-00994,22,2023-08-19
INV-00995,4823,2023-03-10
INV-00996,2920,2023-01-15
INV-00997,335,2023-02-08
INV-00998,495,2023-01-15
INV-00999,5230,2023-11-29
INV-01000,110,2023-09-03
INV-01001,660,2023-03-09
INV-01002,859,2023-11-18
INV-01003,59,2023-08-24
INV-01004,5031,2023-04-20
INV-01005,5695,2023-05-02
INV-01006,4694,2023-02-01
INV-01007,2248,2023-08-11
INV-01008,4234,2023-05-21
INV-01009,4991,2023-11-20
INV-01010,5618,2023-07-04
INV-01011,3757,2023-04-09
INV-01012,1577,2023-07-01
INV-01013,2899,2023-12-23
INV-01014,920,2023-08-07
INV-01015,3657,2023-02-18
INV-01016,4883,2023-08-30
INV-01017,2103,2023-06-11
INV-01018,2406,2023-10-21
INV-01019,4910,2023-06-17
INV-01020,1528,2023-12-29
INV-01021,4435,2023-08-15
INV-01022,4945,2023-02-06
INV-01023,4782,2023-09-01
INV-01024,3369,2023-08-04
INV-01025,4212,2023-04-15
INV-01026,1622,2023-03-04
INV-01027,3138,2023-12-29
INV-01028,5909,2023-06-29
INV-01029,5123,2023-03-18
INV-01030,5359,2023-11-26
INV-01031,2647,2023-09-16
INV-01032,5689,2023-09-26
INV-01033,4091,2023-08-28
INV-01034,3857,2023-09-25
INV-01035,5128,2023-10-15
INV-01036,5883,2023-11-29
INV-01037,4784,2023-09-06
INV-01038,28,2023-01-15
INV-01039,5385,2023-03-31
INV-01040,3489,2023-02-27
INV-01041,3877,2023-06-19
INV-01042,845,2023-09-01
INV-01043,4858,2023-12-07
INV-01044,2888,2023-08-12
INV-01045,563,2023-09-12
INV-01046,3507,2023-02-11
INV-01047,5226,2023-03-16
INV-01048,4724,2023-02-04
INV-01049,5935,2023-04-11
INV-01050,4988,2023-05-06
INV-01051,5430,2023-07-08
INV-01052,4526,2023-02-11
INV-01053,3055,2023-10-11
INV-01054,3066,2023-07-12
INV-01055,5414,2023-02-26
INV-01056,1792,2023-04-12
INV-01057,840,2023-12-15
INV-01058,1168,2023-06-24
INV-01059,3474,2023-01-19
INV-01060,1557,2023-06-17
INV-01061,3952,2023-10-13
INV-01062,3943,2023-08-01
INV-01063,3190,2023-06-18
INV-01064,3886,2023-01-08
INV-01065,5000,2023-07-07
INV-01066,5736,2023-09-11
INV-01067,2838,2023-07-01
INV-01068,268,2023-03-14
INV-01069,369,2023-10-26
INV-01070,3034,2023-08-29
INV-01071,2914,2023-06-06
INV-01072,4442,2023-04-16
INV-01073,3575,2023-03-05
INV-01074,2274,2023-08-05
INV-01075,1879,2023-09-22
INV-01076,4590,2023-09-17
INV-01077,994,2023-10-11
INV-01078,4534,2023-10-21
INV-01079,1756,2023-03-28
INV-01080,1185,2023-08-08
INV-01081,1757,2023-09-28
INV-01082,1232,2023-08-16
INV-01083,890,2023-07-30
INV-01084,1401,2023-12-13
INV-01085,4999,2023-06-12
INV-01086,5079,2023-12-28
INV-01087,2033,2023-03-26
INV-01088,4612,2023-09-14
INV-01089,5882,2023-06-02
INV-01090,2055,2023-08-10
INV-01091,2779,2023-07-07
INV-01092,1697,2023-09-13
INV-01093,3805,2023-04-05
INV-01094,2090,2023-07-03
INV-01095,853,2023-12-15
INV-01096,2533,2023-10-04
INV-01097,1966,2023-01-06
INV-01098,1427,2023-08-05
INV-01099,3261,2023-01-01
INV-01100,73,2023-07-06
INV-01101,616,2023-10-17
INV-01102,82,2023-11-18
INV-01103,2598,2023-07-05
INV-01104,5143,2023-07-04
INV-01105,1443,2023-01-13
INV-01106,3130,2023-01-14
INV-01107,4235,2023-07-07
INV-01108,827,2023-03-16
INV-01109,4936,2023-02-05
INV-01110,2274,2023-11-13
INV-01111,3216,2023-02-17
INV-01112,4679,2023-10-05
INV-01113,1785,2023-07-03
INV-01114,5815,2023-12-04
INV-01115,1008,2023-01-04
INV-01116,625,2023-06-21
INV-01117,3255,2023-06-11
INV-01118,2015,2023-01-09
INV-01119,3737,2023-07-01
INV-01120,1846,2023-10-21
INV-01121,5156,2023-02-01
INV-01122,1037,2023-08-09
INV-01123,3997,2023-09-01
INV-01124,1215,2023-02-02
INV-01125,5867,2023-08-09
INV-01126,761,2023-09-05
INV-01127,2646,2023-03-06
INV-01128,1631,2023-08-12
INV-01129,3577,2023-08-05
INV-01130,800,2023-09-16
INV-01131,4726,2023-11-28
INV-01132,1291,2023-09-16
INV-01133,1513,2023-12-17
INV-01134,224,2023-10-22
INV-01135,4831,2023-03-03
INV-01136,4160,2023-03-12
INV-01137,5442,2023-11-20
INV-01138,4093,2023-05-29
INV-01139,962,2023-11-11
INV-01140,3493,2023-11-25
INV-01141,1233,2023-03-25
INV-01142,3053,2023-05-09
INV-01143,693,2023-11-19
INV-01144,189,2023-10-22
INV-01145,2778,2023-03-11
INV-01146,3291,2023-02-22
INV-01147,2150,2023-08-20
INV-01148,5141,2023-07-11
INV-01149,2237,2023-10-28
INV-01150,1438,2023-10-09
INV-01151,3184,2023-11-22
INV-01152,5227,2023-09-14
INV-01153,4422,2023-06-22
INV-01154,5851,2023-09-20
INV-01155,510,2023-02-22
INV-01156,4322,2023-04-16
INV-01157,2503,2023-04-11
INV-01158,3521,2023-04-11
INV-01159,677,2023-10-01
INV-01160,4034,2023-01-18
INV-01161,5345,2023-07-12
INV-01162,3598,2023-12-06
INV-01163,4660,2023-04-03
INV-01164,1058,2023-01-17
INV-01165,1352,2023-10-12
INV-01166,1400,2023-08-15
INV-01167,1750,2023-12-19
INV-01168,2279,2023-01-20
INV-01169,1414,2023-08-01
INV-01170,4717,2023-10-31
INV-01171,421,2023-08-01
INV-01172,4358,2023-11-06
INV-01173,5803,2023-05-21
INV-01174,5102,2023-01-26
INV-01175,2605,2023-03-23
INV-01176,215,2023-08-05
INV-01177,4902,2023-06-21
INV-01178,3677,2023-08-27
INV-01179,5662,2023-05-02
INV-01180,2071,2023-09-22
INV-01181,376,2023-08-03
INV-01182,2172,2023-01-31
INV-01183,4669,2023-10-18
INV-01184,2400,2023-10-25
INV-01185,3128,2023-05-24
INV-01186,2169,2023-03-08
INV-01187,4265,2023-12-16
INV-01188,2,2023-08-14
INV-01189,1387,2023-02-15
INV-01190,1318,2023-06-06
INV-01191,5343,2023-03-16
INV-01192,4510,2023-08-02
INV-01193,1202,2023-10-03
INV-01194,3528,2023-08-31
INV-01195,5545,2023-05-13
INV-01196,3783,2023-12-11
INV-01197,544,2023-01-19
INV-01198,1495,2023-10-18
INV-01199,3017,2023-10-28
INV-01200,3403,2023-01-18
INV-01201,1806,2023-06-14
INV-01202,4752,2023-11-26
INV-01203,1321,2023-06-27
INV-01204,297,2023-12-13
INV-01205,2706,2023-01-11
INV-01206,449,2023-02-28
INV-01207,5880,2023-03-25
INV-01208,3290,2023-05-27
INV-01209,4408,2023-10-05
INV-01210,4818,2023-06-18
INV-01211,3191,2023-10-07
INV-01212,5852,2023-11-18
INV-01213,1609,2023-12-07
INV-01214,5542,2023-05-11
INV-01215,4971,2023-10-21
INV-01216,1360,2023-08-01
INV-01217,1937,2023-07-18
INV-01218,1898,2023-04-26
INV-01219,1599,2023-12-30
INV-01220,4065,2023-04-13
INV-01221,1125,2023-12-04
INV-01222,5376,2023-02-19
INV-01223,4276,2023-06-13
INV-01224,529,2023-10-20
INV-01225,673,2023-01-25
INV-01226,4970,2023-05-17
INV-01227,229,2023-02-03
INV-01228,1357,2023-09-08
INV-01229,3772,2023-06-09
INV-01230,719,2023-02-04
INV-01231,5098,2023-08-21
INV-01232,3296,2023-07-24
INV-01233,1067,2023-12-14
INV-01234,300,2023-06-29
INV-01235,2883,2023-05-11
INV-01236,90,2023-09-20
INV-01237,4783,2023-02-24
INV-01238,1051,2023-03-30
INV-01239,2492,2023-03-16
INV-01240,4714,2023-07-24
INV-01241,2417,2023-06-02
INV-01242,2555,2023-09-30
INV-01243,3391,2023-06-26
INV-01244,5831,2023-03-30
INV-01245,3007,2023-01-15
INV-01246,2142,2023-11-19
INV-01247,4717,2023-07-20
INV-01248,5098,2023-03-08
INV-01249,325,2023-08-08
INV-01250,5081,2023-10-25
INV-01251,1950,2023-05-11
INV-01252,4203,2023-06-11
INV-01253,2392,2023-03-31
INV-01254,659,2023-07-31
INV-01255,4800,2023-01-22
INV-01256,2267,2023-05-08
INV-01257,3819,2023-12-20
INV-01258,3347,2023-11-04
INV-01259,5769,2023-12-25
INV-01260,4507,2023-06-24
INV-01261,2958,2023-07-17
INV-01262,2105,2023-04-03
INV-01263,4864,2023-05-04
INV-01264,3920,2023-03-27
INV-01265,4797,2023-12-29
INV-01266,210,2023-12-02
INV-01267,3700,2023-06-19
INV-01268,4825,2023-02-02
INV-01269,2862,2023-01-11
INV-01270,1385,2023-08-14
INV-01271,1224,2023-07-13
INV-01272,1713,2023-01-01
INV-01273,263,2023-02-13
INV-01274,2910,2023-08-10
INV-01275,3784,2023-09-20
INV-01276,4559,2023-01-02
INV-01277,2456,2023-01-11
INV-01278,4646,2023-03-19
INV-01279,1278,2023-04-14
INV-01280,2339,2023-04-14
INV-01281,847,2023-09-01
INV-01282,313,2023-04-18
INV-01283,2999,2023-02-17
INV-01284,4064,2023-03-30
INV-01285,5444,2023-11-26
INV-01286,612,2023-06-20
INV-01287,3062,2023-01-07
INV-01288,434,2023-10-29
INV-01289,4440,2023-12-16
INV-01290,3317,2023-08-06
INV-01291,237,2023-11-11
INV-01292,4832,2023-01-10
INV-01293,1360,2023-06-09
INV-01294,5983,2023-09-01
INV-01295,988,2023-02-16
INV-01296,1986,2023-06-13
INV-01297,2664,2023-01-10
INV-01298,1131,2023-03-23
INV-01299,5584,2023-06-25
INV-01300,356,2023-06-25
INV-01301,5989,2023-01-09
INV-01302,3375,2023-09-05
INV-01303,2946,2023-10-08
INV-01304,1348,2023-12-01
INV-01305,5219,2023-06-11
INV-01306,2403,2023-02-11
INV-01307,2315,2023-06-28
INV-01308,5905,2023-06-30
INV-01309,2734,2023-04-02
INV-01310,3313,2023-11-09
INV-01311,3601,2023-04-20
INV-01312,2292,2023-10-14
INV-01313,3102,2023-07-04
INV-01314,3795,2023-01-19
INV-01315,2742,2023-12-28
INV-01316,1035,2023-01-17
INV-01317,2350,2023-01-29
INV-01318,316,2023-09-30
INV-01319,3265,2023-09-04
INV-01320,2798,2023-08-19
INV-01321,3647,2023-03-18
INV-01322,4157,2023-02-15
INV-01323,5743,2023-10-05
INV-01324,2643,2023-05-10
INV-01325,425,2023-04-10
INV-01326,4958,2023-03-20
INV-01327,5472,2023-12-27
INV-01328,5632,2023-07-26
INV-01329,3233,2023-03-02
INV-01330,1170,2023-02-22
INV-01331,5398,2023-08-07
INV-01332,1381,2023-02-15
INV-01333,3371,2023-01-01
INV-01334,4686,2023-06-06
INV-01335,5663,2023-09-13
INV-01336,4363,2023-07-12
INV-01337,3481,2023-03-23
INV-01338,4561,2023-07-10
INV-01339,4737,2023-09-10
INV-01340,2886,2023-05-13
INV-01341,1500,2023-11-21
INV-01342,668,2023-02-23
INV-01343,132,2023-09-22
INV-01344,1530,2023-06-09
INV-01345,5502,2023-07-29
INV-01346,1573,2023-02-16
INV-01347,292,2023-02-26
INV-01348,3351,2023-11-01
INV-01349,698,2023-04-23
INV-01350,253,2023-07-22
INV-01351,3089,2023-08-02
INV-01352,1741,2023-09-09
INV-01353,509,2023-02-24
INV-01354,3033,2023-10-31
INV-01355,4846,2023-05-22
INV-01356,1002,2023-11-14
INV-01357,3108,2023-12-21
INV-01358,1289,2023-03-23
INV-01359,5038,2023-08-27
INV-01360,1303,2023-09-14
INV-01361,4504,2023-06-25
INV-01362,4415,2023-09-25
INV-01363,67,2023-09-10
INV-01364,3395,2023-01-13
INV-01365,3463,2023-03-18
INV-01366,2396,2023-03-03
INV-01367,5774,2023-08-27
INV-01368,781,2023-09-01
INV-01369,4846,2023-01-03
INV-01370,3152,2023-01-14
INV-01371,5392,2023-08-04
INV-01372,3268,2023-09-21
INV-01373,2135,2023-06-15
INV-01374,1047,2023-12-14
INV-01375,3384,2023-07-20
INV-01376,4315,2023-09-18
INV-01377,3764,2023-06-16
INV-01378,389,2023-07-06
INV-01379,3010,2023-07-22
INV-01380,2041,2023-05-08
INV-01381,28,2023-12-26
INV-01382,5347,2023-02-16
INV-01383,3314,2023-02-25
INV-01384,3618,2023-07-18
INV-01385,1508,2023-01-15
INV-01386,2387,2023-04-18
INV-01387,188,2023-05-28
INV-01388,4933,2023-06-25
INV-01389,494,2023-05-02
INV-01390,615,2023-12-22
INV-01391,665,2023-07-18
INV-01392,1230,2023-06-24
INV-01393,1587,2023-11-18
INV-01394,465,2023-06-18
INV-01395,5213,2023-04-13
INV-01396,3060,2023-10-11
INV-01397,984,2023-07-15
INV-01398,4183,2023-11-05
INV-01399,5294,2023-05-20
INV-01400,18,2023-06-16
INV-01401,3879,2023-09-13
INV-01402,2971,2023-11-26
INV-01403,2959,2023-01-03
INV-01404,3130,2023-01-29
INV-01405,2619,2023-03-06
INV-01406,2116,2023-04-24
INV-01407,806,2023-12-23
INV-01408,5111,2023-09-01
INV-01409,1967,2023-07-20
INV-01410,1032,2023-01-16
INV-01411,175,2023-12-20
INV-01412,5479,2023-01-14
INV-01413,2929,2023-03-26
INV-01414,3553,2023-05-21
INV-01415,2269,2023-05-19
INV-01416,491,2023-02-09
INV-01417,907,2023-01-02
INV-01418,4574,2023-12-15
INV-01419,1238,2023-05-24
INV-01420,1257,2023-05-20
INV-01421,5470,2023-07-27
INV-01422,3310,2023-09-02
INV-01423,748,2023-02-21
INV-01424,2147,2023-05-02
INV-01425,3899,2023-11-26
INV-01426,1629,2023-03-29
INV-01427,3532,2023-11-07
INV-01428,2003,2023-08-19
INV-01429,5620,2023-05-24
INV-01430,3677,2023-10-22
INV-01431,5941,2023-03-23
INV-01432,5180,2023-11-11
INV-01433,2375,2023-09-19
INV-01434,2233,2023-05-09
INV-01435,4524,2023-09-28
INV-01436,4157,2023-10-04
INV-01437,5319,2023-12-12
INV-01438,529,2023-01-23
INV-01439,1438,2023-08-23
INV-01440,2657,2023-05-24
INV-01441,4528,2023-01-09
INV-01442,1405,2023-07-26
INV-01443,1437,2023-07-20
INV-01444,613,2023-09-06
INV-01445,3994,2023-06-28
INV-01446,5275,2023-05-05
INV-01447,4076,2023-05-07
INV-01448,3042,2023-07-29
INV-01449,1403,2023-03-19
INV-01450,1502,2023-04-15
INV-01451,5501,2023-03-15
INV-01452,3,2023-07-30
INV-01453,1074,2023-10-19
INV-01454,884,2023-06-09
INV-01455,5150,2023-09-16
INV-01456,2538,2023-03-15
INV-01457,3452,2023-06-11
INV-01458,1841,2023-03-23
INV-01459,5022,2023-09-03
INV-01460,5555,2023-08-20
INV-01461,2142,2023-10-26
INV-01462,4598,2023-09-11
INV-01463,3088,2023-05-24
INV-01464,2994,2023-08-12
INV-01465,5474,2023-06-18
INV-01466,279,2023-09-04
INV-01467,419,2023-01-01
INV-01468,1229,2023-11-29
INV-01469,5169,2023-11-11
INV-01470,3182,2023-10-09
INV-01471,4438,2023-02-26
INV-01472,4708,2023-04-21
INV-01473,3789,2023-11-20
INV-01474,1218,2023-11-19
INV-01475,4591,2023-06-29
INV-01476,5195,2023-11-01
INV-01477,1383,2023-12-07
INV-01478,4567,2023-06-14
INV-01479,2657,2023-12-29
INV-01480,5864,2023-10-05
INV-01481,1787,2023-03-15
INV-01482,4053,2023-02-11
INV-01483,1672,2023-11-07
INV-01484,3888,2023-01-15
INV-01485,4594,2023-03-28
INV-01486,4655,2023-07-03
INV-01487,968,2023-11-27
INV-01488,2001,2023-01-25
INV-01489,5600,2023-01-16
INV-01490,713,2023-03-26
INV-01491,2723,2023-09-08
INV-01492,1623,2023-02-04
INV-01493,498,2023-10-08
INV-01494,1540,2023-07-30
INV-01495,1861,2023-01-29
INV-01496,2988,2023-12-02
INV-01497,662,2023-03-11
INV-01498,1159,2023-12-20
INV-01499,1289,2023-11-22
INV-01500,5597,2023-10-27
INV-01501,619,2023-02-02
INV-01502,2970,2023-03-26
INV-01503,3633,2023-01-03
INV-01504,5621,2023-02-01
INV-01505,3175,2023-10-16
INV-01506,3127,2023-08-01
INV-01507,3552,2023-02-28
INV-01508,1911,2023-08-30
INV-01509,12,2023-07-10
INV-01510,886,2023-02-02
INV-01511,5146,2023-03-23
INV-01512,4921,2023-01-21
INV-01513,4058,2023-02-11
INV-01514,2172,2023-12-30
INV-01515,1232,2023-04-02
INV-01516,118,2023-01-17
INV-01517,731,2023-02-25
INV-01518,1169,2023-07-09
INV-01519,887,2023-07-26
INV-01520,3853,2023-01-31
INV-01521,3681,2023-12-16
INV-01522,241,2023-03-13
INV-01523,4138,2023-01-07
INV-01524,112,2023-08-25
INV-01525,3077,2023-03-01
INV-01526,1302,2023-03-09
INV-01527,2506,2023-07-26
INV-01528,2242,2023-04-03
INV-01529,4178,2023-01-13
INV-01530,948,2023-01-10
INV-01531,998,2023-12-22
INV-01532,3595,2023-01-31
INV-01533,4966,2023-05-16
INV-01534,5131,2023-07-31
INV-01535,515,2023-10-12
INV-01536,5581,2023-10-23
INV-01537,354,2023-11-03
INV-01538,997,2023-03-15
INV-01539,5134,2023-12-19
INV-01540,1172,2023-06-07
INV-01541,399,2023-07-21
INV-01542,4057,2023-02-04
INV-01543,3609,2023-01-02
INV-01544,4322,2023-02-21
INV-01545,565,2023-09-16
INV-01546,4906,2023-07-11
INV-01547,5898,2023-12-26
INV-01548,4295,2023-03-07
INV-01549,5168,2023-07-28
INV-01550,3638,2023-11-19
INV-01551,568,2023-06-26
INV-01552,4082,2023-03-03
INV-01553,451,2023-08-01
INV-01554,5657,2023-07-08
INV-01555,4742,2023-12-08
INV-01556,3784,2023-10-23
INV-01557,2208,2023-05-07
INV-01558,3165,2023-01-10
INV-01559,2120,2023-07-06
INV-01560,5199,2023-09-12
INV-01561,1148,2023-04-19
INV-01562,5944,2023-09-01
INV-01563,2964,2023-10-14
INV-01564,4654,2023-09-12
INV-01565,204,2023-08-09
INV-01566,1173,2023-11-25
INV-01567,1650,2023-10-17
INV-01568,2401,2023-12-10
INV-01569,1771,2023-12-20
INV-01570,2681,2023-09-25
INV-01571,4740,2023-06-26
INV-01572,1320,2023-06-28
INV-01573,1259,2023-09-25
INV-01574,3609,2023-11-19
INV-01575,1855,2023-01-24
INV-01576,3039,2023-09-21
INV-01577,3183,2023-08-22
INV-01578,1450,2023-11-10
INV-01579,6,2023-07-22
INV-01580,2487,2023-04-19
INV-01581,20,2023-04-23
INV-01582,2342,2023-10-18
INV-01583,3165,2023-04-04
INV-01584,3198,2023-08-18
INV-01585,4610,2023-09-23
INV-01586,3457,2023-08-21
INV-01587,3251,2023-11-06
INV-01588,3392,2023-11-27
INV-01589,132,2023-04-06
INV-01590,4801,2023-01-21
INV-01591,911,2023-03-25
INV-01592,149,2023-10-16
INV-01593,2351,2023-02-10
INV-01594,5987,2023-07-14
INV-01595,3981,2023-09-11
INV-01596,3233,2023-03-18
INV-01597,1420,2023-05-01
INV-01598,964,2023-05-08
INV-01599,2297,2023-08-10
INV-01600,2790,2023-07-25
INV-01601,5453,2023-09-19
INV-01602,3514,2023-06-10
INV-01603,4488,2023-11-09
INV-01604,1677,2023-09-15
INV-01605,3777,2023-10-26
INV-01606,4737,2023-01-06
INV-01607,3189,2023-10-24
INV-01608,5231,2023-11-19
INV-01609,620,2023-11-18
INV-01610,598,2023-11-09
INV-01611,343,2023-06-07
INV-01612,3433,2023-12-09
INV-01613,5487,2023-11-24
INV-01614,2514,2023-01-02
INV-01615,1758,2023-03-22
INV-01616,3248,2023-10-29
INV-01617,4796,2023-11-17
INV-01618,2808,2023-12-02
INV-01619,1501,2023-11-19
INV-01620,1996,2023-03-05
INV-01621,5919,2023-08-29
INV-01622,2413,2023-02-23
INV-01623,2002,2023-07-27
INV-01624,4487,2023-03-30
INV-01625,2534,2023-06-21
INV-01626,170,2023-03-07
INV-01627,1677,2023-04-07
INV-01628,2573,2023-01-16
INV-01629,2978,2023-07-01
INV-01630,3103,2023-01-28
INV-01631,4614,2023-03-24
INV-01632,2200,2023-05-09
INV-01633,4892,2023-10-23
INV-01634,583,2023-07-25
INV-01635,5375,2023-01-25
INV-01636,1312,2023-06-11
INV-01637,4257,2023-07-11
INV-01638,717,2023-01-17
INV-01639,5646,2023-10-06
INV-01640,5791,2023-06-11
INV-01641,5436,2023-03-19
INV-01642,5085,2023-10-04
INV-01643,2058,2023-11-18
INV-01644,1352,2023-06-03
INV-01645,4127,2023-01-08
INV-01646,3536,2023-02-27
INV-01647,2278,2023-06-01
INV-01648,3492,2023-12-11
INV-01649,5768,2023-04-25
INV-01650,4504,2023-09-24
INV-01651,4093,2023-06-17
INV-01652,3007,2023-11-24
INV-01653,3699,2023-06-28
INV-01654,1989,2023-08-31
INV-01655,4348,2023-08-27
INV-01656,657,2023-01-30
INV-01657,349,2023-04-10
INV-01658,1706,2023-09-20
INV-01659,3857,2023-07-20
INV-01660,4261,2023-11-22
INV-01661,3898,2023-05-04
INV-01662,958,2023-12-24
INV-01663,2220,2023-10-14
INV-01664,3120,2023-04-02
INV-01665,613,2023-06-28
INV-01666,2731,2023-11-13
INV-01667,1011,2023-07-31
INV-01668,1760,2023-07-27
INV-01669,3675,2023-04-03
INV-01670,3255,2023-04-13
INV-01671,5857,2023-10-23
INV-01672,3865,2023-05-21
INV-01673,2935,2023-12-29
INV-01674,1046,2023-09-03
INV-01675,4508,2023-02-23
INV-01676,3825,2023-05-17
INV-01677,1077,2023-07-25
INV-01678,3606,2023-06-22
INV-01679,507,2023-07-29
INV-01680,5910,2023-10-09
INV-01681,5499,2023-04-01
INV-01682,5823,2023-06-08
INV-01683,2928,2023-10-10
INV-01684,1837,2023-08-04
INV-01685,483,2023-09-11
INV-01686,712,2023-03-24
INV-01687,591,2023-01-29
INV-01688,5747,2023-06-02
INV-01689,2421,2023-06-14
INV-01690,3224,2023-09-11
INV-01691,749,2023-04-26
INV-01692,921,2023-03-27
INV-01693,293,2023-12-25
INV-01694,947,2023-05-14
INV-01695,4338,2023-09-07
INV-01696,2422,2023-05-08
INV-01697,4656,2023-12-15
INV-01698,3254,2023-01-20
INV-01699,1415,2023-11-15
INV-01700,2480,2023-12-26
INV-01701,3356,2023-01-15
INV-01702,5618,2023-07-14
INV-01703,2403,2023-10-01
INV-01704,5208,2023-07-27
INV-01705,2326,2023-04-16
INV-01706,1671,2023-09-15
INV-01707,5729,2023-12-19
INV-01708,3551,2023-09-11
INV-01709,990,2023-06-20
INV-01710,4616,2023-05-29
INV-01711,1124,2023-08-22
INV-01712,4034,2023-12-14
INV-01713,4985,2023-05-11
INV-01714,3584,2023-09-21
INV-01715,3193,2023-03-05
INV-01716,1326,2023-03-14
INV-01717,116,2023-01-17
INV-01718,5799,2023-03-10
INV-01719,1722,2023-02-18
INV-01720,1825,2023-03-19
INV-01721,4120,2023-05-01
INV-01722,4751,2023-04-21
INV-01723,5931,2023-03-12
INV-01724,2193,2023-06-15
INV-01725,1594,2023-11-22
INV-01726,717,2023-07-14
INV-01727,1649,2023-07-12
INV-01728,5822,2023-08-02
INV-01729,1601,2023-02-22
INV-01730,2455,2023-04-11
INV-01731,4817,2023-12-12
INV-01732,2754,2023-06-27
INV-01733,2808,2023-06-03
INV-01734,3631,2023-03-09
INV-01735,1067,2023-04-03
INV-01736,5020,2023-04-27
INV-01737,5257,2023-06-03
INV-01738,5371,2023-01-05
INV-01739,3342,2023-03-30
INV-01740,3824,2023-04-04
INV-01741,1048,2023-11-02
INV-01742,5561,2023-08-31
