AllocationID,AllocationDate,DepartmentID,ReturnDate,EquipmentID
AL0606,2/14/2023,15,2/25/2023,625
AL0607,5/7/2023,16,5/18/2023,626
AL0608,4/17/2023,17,4/28/2023,627
AL0609,11/10/2023,18,11/23/2023,628
AL0610,6/26/2023,19,7/6/2023,629
AL0611,2/9/2023,20,2/24/2023,630
AL0612,2/8/2023,21,2/19/2023,631
AL0613,4/20/2023,22,5/3/2023,632
AL0614,5/12/2023,23,5/25/2023,633
AL0615,6/4/2023,24,6/19/2023,634
AL0616,12/1/2023,25,12/16/2023,635
AL0617,3/12/2023,26,3/22/2023,636
AL0618,11/4/2023,27,11/19/2023,637
AL0619,9/17/2023,28,10/2/2023,638
AL0620,12/13/2023,29,12/25/2023,639
AL0621,4/15/2023,30,4/30/2023,640
AL0622,11/3/2023,31,11/17/2023,641
AL0623,3/29/2023,32,4/9/2023,642
AL0624,10/4/2023,33,10/17/2023,643
AL0625,10/25/2023,34,11/8/2023,644
AL0626,7/18/2023,35,8/2/2023,645
AL0627,12/19/2023,36,1/2/2024,646
AL0628,10/11/2023,37,10/21/2023,647
AL0629,3/28/2023,38,4/12/2023,648
AL0630,11/27/2023,39,12/12/2023,649
AL0631,4/4/2023,40,4/15/2023,650
AL0632,7/26/2023,41,8/5/2023,651
AL0633,6/21/2023,42,7/5/2023,652
AL0634,9/2/2023,43,9/17/2023,653
AL0635,5/7/2023,44,5/18/2023,654
AL0636,2/2/2023,45,2/17/2023,655
AL0637,8/21/2023,46,9/3/2023,656
AL0638,3/31/2023,47,4/11/2023,657
AL0639,4/29/2023,48,5/11/2023,658
AL0640,4/16/2023,49,4/26/2023,659
AL0641,7/19/2023,50,7/30/2023,660
AL0642,2/22/2023,51,3/4/2023,661
AL0643,4/27/2023,52,5/9/2023,662
AL0644,9/14/2023,53,9/28/2023,663
AL0645,1/30/2023,54,2/11/2023,664
AL0646,1/26/2023,55,2/8/2023,665
AL0647,6/5/2023,56,6/16/2023,666
AL0648,5/7/2023,57,5/22/2023,667
AL0649,3/9/2023,58,3/20/2023,668
AL0650,8/21/2023,59,9/2/2023,669
AL0651,10/28/2023,60,11/11/2023,670
AL0652,3/3/2023,61,3/15/2023,671
AL0653,6/17/2023,62,7/1/2023,672
AL0654,12/14/2023,63,12/26/2023,673
AL0655,9/27/2023,64,10/11/2023,674
AL0656,2/18/2023,65,3/2/2023,675
AL0657,11/14/2023,66,11/29/2023,676
AL0658,10/6/2023,67,10/19/2023,1234
AL0659,1/7/2023,68,1/20/2023,1235
AL0660,1/15/2023,69,1/26/2023,1236
AL0661,12/17/2023,70,1/1/2024,1237
AL0662,7/7/2023,71,7/20/2023,1238
AL0663,9/26/2023,72,10/11/2023,1239
AL0664,7/23/2023,73,8/3/2023,1240
AL0665,2/23/2023,74,3/5/2023,1241
AL0666,4/6/2023,75,4/19/2023,1242
AL0667,2/25/2023,76,3/9/2023,1243
AL0668,8/3/2023,77,8/17/2023,1244
AL0669,7/31/2023,78,8/10/2023,1245
AL0670,8/10/2023,79,8/20/2023,1246
AL0671,12/21/2023,80,12/31/2023,1247
AL0672,11/6/2023,81,11/17/2023,1248
AL0673,2/9/2023,82,2/19/2023,1249
AL0674,3/13/2023,83,3/26/2023,1250
AL0675,3/16/2023,84,3/30/2023,1251
AL0676,1/4/2023,85,1/16/2023,1252
AL0677,1/3/2023,86,1/14/2023,1253
AL0678,12/25/2023,87,1/4/2024,1254
AL0679,8/28/2023,88,9/9/2023,1255
AL0680,3/14/2023,89,3/27/2023,1256
AL0681,9/19/2023,90,10/2/2023,1257
AL0682,4/20/2023,91,5/4/2023,1258
AL0683,4/23/2023,92,5/3/2023,1259
AL0684,6/6/2023,93,6/19/2023,1260
AL0685,6/14/2023,94,6/29/2023,1261
AL0686,10/18/2023,95,11/1/2023,1262
AL0687,8/21/2023,96,9/3/2023,1263
AL0688,7/6/2023,97,7/16/2023,1264
AL0689,11/7/2023,98,11/21/2023,1265
AL0690,3/25/2023,99,4/4/2023,1266
AL0691,5/29/2023,100,6/10/2023,1267
AL0692,5/15/2023,101,5/25/2023,1268
AL0693,6/29/2023,102,7/10/2023,1269
AL0694,5/15/2023,103,5/25/2023,1270
AL0695,12/25/2023,104,1/8/2024,1271
AL0696,9/22/2023,105,10/6/2023,1272
AL0697,10/29/2023,106,11/10/2023,1273
AL0698,7/31/2023,107,8/12/2023,1274
AL0699,3/31/2023,108,4/11/2023,1275
AL0700,2/4/2023,109,2/14/2023,1276
AL0701,6/27/2023,110,7/9/2023,1277
AL0702,6/10/2023,111,6/20/2023,1278
AL0703,8/19/2023,112,8/29/2023,1279
AL0704,5/9/2023,113,5/19/2023,1280
AL0705,4/10/2023,114,4/21/2023,1281
AL0706,4/29/2023,115,5/14/2023,1282
AL0707,10/17/2023,116,10/28/2023,1283
AL0708,10/21/2023,117,11/1/2023,1284
AL0709,11/9/2023,118,11/23/2023,1285
AL0710,6/21/2023,119,7/2/2023,1286
AL0711,2/22/2023,120,3/6/2023,1287
AL0712,1/29/2023,121,2/10/2023,1288
AL0713,9/10/2023,122,9/25/2023,1289
AL0714,3/20/2023,123,3/31/2023,1290
AL0715,9/14/2023,124,9/28/2023,1291
AL0716,5/7/2023,125,5/17/2023,1292
AL0717,2/10/2023,126,2/22/2023,1293
AL0718,10/4/2023,127,10/17/2023,1294
AL0719,11/13/2023,128,11/26/2023,1295
AL0720,9/21/2023,129,10/2/2023,1296
AL0721,12/18/2023,130,1/1/2024,1297
AL0722,4/6/2023,131,4/18/2023,1298
AL0723,9/16/2023,132,9/26/2023,1299
AL0724,2/19/2023,133,3/2/2023,1300
AL0725,7/22/2023,134,8/5/2023,1301
AL0726,7/28/2023,135,8/8/2023,1302
AL0727,5/24/2023,136,6/3/2023,1303
AL0728,9/17/2023,137,9/28/2023,1304
AL0729,6/4/2023,138,6/14/2023,1305
AL0730,9/25/2023,139,10/10/2023,1306
AL0731,12/19/2023,140,1/2/2024,1307
AL0732,1/9/2023,141,1/24/2023,1308
AL0733,8/18/2023,142,8/31/2023,1309
AL0734,8/2/2023,143,8/13/2023,1310
AL0735,8/10/2023,144,8/25/2023,1311
AL0736,9/4/2023,145,9/16/2023,1312
AL0737,11/23/2023,146,12/4/2023,1313
AL0738,4/28/2023,147,5/11/2023,1314
AL0739,1/18/2023,148,2/2/2023,1315
AL0740,2/24/2023,149,3/7/2023,1316
AL0741,1/20/2023,150,2/2/2023,1317
AL0742,4/16/2023,151,5/1/2023,1318
AL0743,11/19/2023,152,11/30/2023,1319
AL0744,10/3/2023,153,10/16/2023,1320
AL0745,12/31/2023,154,1/10/2024,1321
AL0746,3/16/2023,155,3/31/2023,1322
AL0747,10/4/2023,156,10/19/2023,1323
AL0748,6/16/2023,157,6/30/2023,1324
AL0749,4/17/2023,158,4/28/2023,1325
AL0750,3/17/2023,159,3/29/2023,1326
AL0751,4/16/2023,160,4/26/2023,1327
AL0752,2/7/2023,161,2/19/2023,1328
AL0753,8/21/2023,162,9/5/2023,1329
AL0754,12/27/2023,163,1/10/2024,1330
AL0755,7/5/2023,164,7/18/2023,1331
AL0756,8/29/2023,165,9/11/2023,1332
AL0757,4/5/2023,166,4/15/2023,1333
AL0758,4/29/2023,167,5/11/2023,1334
AL0759,9/11/2023,168,9/22/2023,1335
AL0760,6/17/2023,169,7/1/2023,1336
AL0761,3/1/2023,170,3/14/2023,1337
AL0762,11/9/2023,171,11/21/2023,1338
AL0763,1/26/2023,172,2/5/2023,1339
AL0764,2/11/2023,173,2/24/2023,1340
AL0765,10/31/2023,174,11/10/2023,1341
AL0766,10/9/2023,175,10/21/2023,1342
AL0767,12/3/2023,176,12/17/2023,1343
AL0768,6/21/2023,177,7/1/2023,1344
AL0769,5/23/2023,178,6/5/2023,1345
AL0770,10/7/2023,179,10/17/2023,1346
AL0771,5/28/2023,180,6/9/2023,1347
AL0772,6/9/2023,181,6/24/2023,1348
AL0773,3/20/2023,182,4/2/2023,1349
AL0774,12/2/2023,183,12/17/2023,1350
AL0775,2/1/2023,184,2/15/2023,1351
AL0776,4/21/2023,185,5/4/2023,1352
AL0777,6/16/2023,186,6/30/2023,1353
AL0778,7/20/2023,187,8/3/2023,1354
AL0779,4/14/2023,188,4/29/2023,1355
AL0780,8/18/2023,189,8/29/2023,1356
AL0781,3/7/2023,190,3/19/2023,1357
AL0782,11/29/2023,191,12/11/2023,1358
AL0783,6/16/2023,192,6/30/2023,1359
AL0784,5/4/2023,193,5/18/2023,1360
AL0785,1/28/2023,194,2/9/2023,1361
AL0786,11/2/2023,195,11/15/2023,1362
AL0787,8/8/2023,196,8/21/2023,1363
AL0788,1/3/2023,197,1/13/2023,1364
AL0789,5/9/2023,1,5/19/2023,1365
AL0790,1/6/2023,2,1/21/2023,1366
AL0791,2/27/2023,3,3/13/2023,1367
AL0792,9/15/2023,4,9/30/2023,1368
AL0793,9/21/2023,5,10/4/2023,1369
AL0794,8/25/2023,6,9/5/2023,1370
AL0795,5/7/2023,7,5/19/2023,1371
AL0796,8/8/2023,8,8/18/2023,1372
AL0797,3/1/2023,9,3/15/2023,1373
AL0798,2/3/2023,10,2/15/2023,1374
AL0799,2/2/2023,11,2/12/2023,1375
AL0800,5/11/2023,12,5/25/2023,1376
AL0801,4/26/2023,13,5/10/2023,1377
AL0802,9/28/2023,14,10/10/2023,1378
AL0803,7/1/2023,15,7/11/2023,1379
AL0804,9/30/2023,16,10/10/2023,1380
AL0805,3/14/2023,17,3/29/2023,1381
AL0806,6/9/2023,18,6/19/2023,1382
AL0807,7/8/2023,19,7/21/2023,1383
AL0808,3/23/2023,20,4/4/2023,1384
AL0809,11/16/2023,21,11/27/2023,1385
AL0810,10/3/2023,22,10/14/2023,1386
AL0811,8/30/2023,23,9/9/2023,1387
AL0812,4/14/2023,24,4/24/2023,1388
AL0813,10/20/2023,25,11/3/2023,1389
AL0814,6/14/2023,26,6/29/2023,1390
AL0815,7/13/2023,27,7/24/2023,1391
AL0816,11/16/2023,28,11/26/2023,1392
AL0817,6/3/2023,29,6/18/2023,1393
AL0818,12/31/2023,30,1/14/2024,1394
AL0819,11/11/2023,31,11/22/2023,1395
AL0820,11/6/2023,32,11/21/2023,1396
AL0821,4/20/2023,33,5/4/2023,1397
AL0822,2/5/2023,34,2/16/2023,1398
AL0823,9/5/2023,35,9/17/2023,1399
AL0824,11/26/2023,36,12/7/2023,1400
AL0825,5/8/2023,37,5/22/2023,1401
AL0826,5/26/2023,38,6/5/2023,1402
AL0827,7/31/2023,39,8/10/2023,1403
AL0828,1/7/2023,40,1/22/2023,1404
AL0829,9/25/2023,41,10/6/2023,1405
AL0830,7/11/2023,42,7/24/2023,1406
AL0831,7/17/2023,43,7/29/2023,1407
AL0832,7/18/2023,44,8/1/2023,1408
AL0833,9/20/2023,45,10/4/2023,1409
AL0834,7/31/2023,46,8/13/2023,1410
AL0835,7/9/2023,47,7/22/2023,1411
AL0836,1/13/2023,48,1/23/2023,1412
AL0837,12/14/2023,49,12/24/2023,1413
AL0838,6/19/2023,50,6/29/2023,1414
AL0839,4/11/2023,51,4/26/2023,1415
AL0840,6/11/2023,52,6/26/2023,1416
AL0841,6/5/2023,53,6/18/2023,1417
AL0842,12/7/2023,54,12/19/2023,1418
AL0843,10/14/2023,55,10/27/2023,1419
AL0844,8/24/2023,56,9/6/2023,1420
AL0845,10/3/2023,57,10/16/2023,1421
AL0846,6/13/2023,58,6/26/2023,1422
AL0847,7/11/2023,59,7/22/2023,1423
AL0848,3/21/2023,60,4/5/2023,1424
AL0849,3/7/2023,61,3/21/2023,1425
AL0850,3/9/2023,62,3/20/2023,1426
AL0851,3/25/2023,63,4/4/2023,1427
AL0852,8/29/2023,64,9/11/2023,1428
AL0853,7/28/2023,65,8/8/2023,1429
AL0854,4/29/2023,66,5/14/2023,1430
AL0855,12/8/2023,67,12/22/2023,1431
AL0856,5/1/2023,68,5/11/2023,1432
AL0857,7/9/2023,69,7/20/2023,1433
AL0858,9/30/2023,70,10/12/2023,1434
AL0859,3/5/2023,71,3/16/2023,1435
AL0860,3/26/2023,72,4/5/2023,1436
AL0861,7/27/2023,73,8/6/2023,1437
AL0862,4/25/2023,74,5/9/2023,1438
AL0863,1/17/2023,75,2/1/2023,1439
AL0864,3/23/2023,76,4/3/2023,1440
AL0865,10/9/2023,77,10/24/2023,1441
AL0866,11/17/2023,78,11/30/2023,1442
AL0867,3/23/2023,79,4/3/2023,1443
AL0868,12/15/2023,80,12/30/2023,1444
AL0869,10/6/2023,81,10/18/2023,1445
AL0870,10/29/2023,82,11/9/2023,1446
AL0871,2/21/2023,83,3/7/2023,1447
AL0872,10/14/2023,84,10/29/2023,1448
AL0873,5/21/2023,85,6/3/2023,1449
AL0874,2/16/2023,86,2/28/2023,1450
AL0875,9/4/2023,87,9/16/2023,1451
AL0876,6/19/2023,88,7/1/2023,1452
AL0877,11/29/2023,89,12/14/2023,1453
AL0878,6/10/2023,90,6/20/2023,1454
AL0879,5/28/2023,91,6/10/2023,1455
AL0880,6/1/2023,92,6/13/2023,1456
AL0881,6/27/2023,93,7/7/2023,1457
AL0882,11/13/2023,94,11/24/2023,1458
AL0883,3/9/2023,95,3/19/2023,1459
AL0884,8/14/2023,96,8/24/2023,1460
AL0885,12/17/2023,97,1/1/2024,1461
AL0886,8/14/2023,98,8/26/2023,1462
AL0887,1/5/2023,99,1/15/2023,1463
AL0888,8/28/2023,100,9/8/2023,1464
AL0889,6/15/2023,101,6/25/2023,1465
AL0890,10/25/2023,102,11/7/2023,1466
AL0891,6/27/2023,103,7/7/2023,1467
AL0892,7/3/2023,104,7/18/2023,1468
AL0893,8/7/2023,105,8/21/2023,1469
AL0894,2/7/2023,106,2/20/2023,1470
AL0895,4/14/2023,107,4/26/2023,1471
AL0896,7/20/2023,108,8/4/2023,1472
AL0897,10/18/2023,109,10/30/2023,1473
AL0898,4/17/2023,110,4/28/2023,1474
AL0899,3/19/2023,111,3/31/2023,1475
AL0900,1/7/2023,112,1/17/2023,1476
AL0901,3/9/2023,113,3/20/2023,1477
AL0902,11/5/2023,114,11/20/2023,1478
AL0903,10/12/2023,115,10/25/2023,1479
AL0904,3/13/2023,116,3/23/2023,1480
AL0905,3/22/2023,117,4/2/2023,1481
AL0906,8/22/2023,118,9/4/2023,1482
AL0907,5/18/2023,119,5/29/2023,1483
AL0908,4/29/2023,120,5/12/2023,1484
AL0909,11/26/2023,121,12/11/2023,1485
AL0910,8/18/2023,122,9/2/2023,1486
AL0911,10/4/2023,123,10/16/2023,1487
AL0912,4/15/2023,124,4/29/2023,1488
AL0913,6/19/2023,125,7/1/2023,1489
AL0914,6/4/2023,126,6/18/2023,1490
AL0915,6/5/2023,127,6/19/2023,1491
AL0916,11/29/2023,128,12/14/2023,1492
AL0917,2/1/2023,129,2/15/2023,1493
AL0918,11/16/2023,130,11/28/2023,1494
AL0919,7/22/2023,131,8/4/2023,1495
AL0920,10/31/2023,132,11/11/2023,1496
AL0921,9/11/2023,133,9/21/2023,1497
AL0922,7/18/2023,134,7/28/2023,1498
AL0923,5/29/2023,135,6/9/2023,1499
AL0924,4/19/2023,136,5/2/2023,1500
AL0925,11/11/2023,137,11/22/2023,1501
AL0926,1/2/2023,138,1/16/2023,1502
AL0927,12/8/2023,139,12/21/2023,1503
AL0928,11/21/2023,140,12/2/2023,1504
AL0929,5/6/2023,141,5/20/2023,1505
AL0930,2/25/2023,142,3/12/2023,1506
AL0931,8/18/2023,143,9/2/2023,1507
AL0932,5/10/2023,144,5/25/2023,1508
AL0933,11/20/2023,145,12/2/2023,1509
AL0934,9/13/2023,146,9/28/2023,1510
AL0935,8/12/2023,147,8/25/2023,1511
AL0936,8/13/2023,148,8/23/2023,1512
AL0937,12/13/2023,149,12/24/2023,1513
AL0938,6/11/2023,150,6/23/2023,1514
AL0939,11/18/2023,151,12/1/2023,1515
AL0940,6/23/2023,152,7/6/2023,1516
AL0941,11/11/2023,153,11/22/2023,1517
AL0942,2/23/2023,154,3/10/2023,1518
AL0943,2/19/2023,155,3/3/2023,1519
AL0944,4/11/2023,156,4/23/2023,1520
AL0945,12/9/2023,157,12/22/2023,1521
AL0946,10/22/2023,158,11/6/2023,1522
AL0947,9/20/2023,159,10/5/2023,1523
AL0948,5/3/2023,160,5/13/2023,1524
AL0949,8/1/2023,161,8/12/2023,1525
AL0950,4/10/2023,162,4/23/2023,1526
AL0951,6/23/2023,163,7/6/2023,1527
AL0952,11/19/2023,164,11/29/2023,1528
AL0953,9/9/2023,165,9/24/2023,1529
AL0954,7/6/2023,166,7/19/2023,1530
AL0955,2/21/2023,167,3/3/2023,1531
AL0956,9/3/2023,168,9/15/2023,1532
AL0957,8/24/2023,169,9/8/2023,1533
AL0958,8/25/2023,170,9/8/2023,1534
AL0959,11/20/2023,171,12/1/2023,1535
AL0960,10/31/2023,172,11/13/2023,1536
AL0961,5/9/2023,173,5/20/2023,1537
AL0962,12/16/2023,174,12/27/2023,1538
AL0963,7/17/2023,175,7/30/2023,1539
AL0964,9/9/2023,176,9/24/2023,1540
AL0965,2/3/2023,177,2/18/2023,1541
AL0966,11/12/2023,178,11/26/2023,1542
AL0967,5/9/2023,179,5/22/2023,1543
AL0968,5/9/2023,180,5/21/2023,1544
AL0969,10/19/2023,181,10/30/2023,1545
AL0970,4/8/2023,182,4/23/2023,1546
AL0971,2/20/2023,183,3/6/2023,1547
AL0972,3/3/2023,184,3/16/2023,1548
AL0973,9/2/2023,185,9/15/2023,1549
AL0974,4/11/2023,186,4/25/2023,1550
AL0975,9/20/2023,187,9/30/2023,1551
AL0976,2/27/2023,188,3/9/2023,1552
AL0977,9/3/2023,189,9/18/2023,1553
AL0978,1/29/2023,190,2/13/2023,1554
AL0979,9/19/2023,191,10/2/2023,1555
AL0980,5/7/2023,192,5/21/2023,1556
AL0981,4/13/2023,193,4/23/2023,1557
AL0982,9/19/2023,194,10/4/2023,1558
AL0983,6/7/2023,195,6/17/2023,1559
AL0984,1/11/2023,196,1/26/2023,1560
AL0985,11/8/2023,197,11/23/2023,1561
AL0986,11/9/2023,1,11/21/2023,1562
AL0987,5/17/2023,2,5/28/2023,1563
AL0988,1/16/2023,3,1/30/2023,1564
AL0989,10/9/2023,4,10/19/2023,1565
AL0990,6/5/2023,5,6/17/2023,1566
AL0991,12/13/2023,6,12/28/2023,1567
AL0992,9/7/2023,7,9/22/2023,1568
AL0993,7/12/2023,8,7/22/2023,1569
AL0994,2/1/2023,9,2/13/2023,1570
AL0995,8/4/2023,10,8/18/2023,1571
AL0996,5/26/2023,11,6/6/2023,1572
AL0997,2/13/2023,12,2/23/2023,1573
AL0998,8/13/2023,13,8/26/2023,1574
AL0999,3/20/2023,14,4/1/2023,1575
AL1000,12/4/2023,15,12/15/2023,1576
AL1001,3/8/2023,16,3/19/2023,1577
AL1002,11/7/2023,17,11/18/2023,1578
AL1003,8/19/2023,18,9/3/2023,1579
AL1004,8/12/2023,19,8/23/2023,1580
AL1005,2/25/2023,20,3/7/2023,1581
AL1006,11/12/2023,21,11/23/2023,1582
AL1007,2/27/2023,22,3/14/2023,1583
AL1008,1/29/2023,23,2/9/2023,1584
AL1009,10/8/2023,24,10/20/2023,1585
AL1010,8/19/2023,25,8/31/2023,1586
AL1011,6/6/2023,26,6/17/2023,1587
AL1012,9/24/2023,27,10/9/2023,1588
AL1013,1/15/2023,28,1/30/2023,1589
AL1014,6/20/2023,29,7/3/2023,1590
AL1015,2/6/2023,30,2/17/2023,1591
AL1016,3/2/2023,31,3/13/2023,1592
AL1017,10/13/2023,32,10/26/2023,1593
AL1018,7/29/2023,33,8/10/2023,1594
AL1019,7/15/2023,34,7/30/2023,1595
AL1020,12/20/2023,35,1/4/2024,1596
AL1021,11/19/2023,36,12/1/2023,1597
AL1022,6/2/2023,37,6/13/2023,1598
AL1023,8/6/2023,38,8/19/2023,1599
AL1024,11/25/2023,39,12/8/2023,1600
AL1025,4/18/2023,40,5/1/2023,1601
AL1026,7/30/2023,41,8/9/2023,1602
AL1027,2/17/2023,42,2/28/2023,1603
AL1028,1/26/2023,43,2/8/2023,1604
AL1029,3/31/2023,44,4/11/2023,1605
AL1030,10/13/2023,45,10/27/2023,1606
AL1031,2/26/2023,46,3/9/2023,1607
AL1032,7/28/2023,47,8/12/2023,1608
AL1033,11/26/2023,48,12/8/2023,1609
AL1034,2/6/2023,49,2/20/2023,1610
AL1035,5/26/2023,50,6/10/2023,1611
AL1036,1/29/2023,51,2/11/2023,1612
AL1037,3/26/2023,52,4/6/2023,1613
AL1038,10/24/2023,53,11/3/2023,1614
AL1039,7/17/2023,54,7/28/2023,1615
AL1040,6/24/2023,55,7/5/2023,1616
AL1041,8/8/2023,56,8/18/2023,1617
AL1042,9/11/2023,57,9/22/2023,1618
AL1043,9/4/2023,58,9/19/2023,1619
AL1044,2/4/2023,59,2/14/2023,1620
AL1045,12/7/2023,60,12/21/2023,1621
AL1046,12/18/2023,61,1/2/2024,1622
AL1047,6/16/2023,62,7/1/2023,1623
AL1048,9/30/2023,63,10/14/2023,1624
AL1049,1/30/2023,64,2/12/2023,1625
AL1050,8/16/2023,65,8/27/2023,1626
AL1051,9/16/2023,66,9/29/2023,1627
AL1052,11/4/2023,67,11/15/2023,1628
AL1053,4/30/2023,68,5/13/2023,1629
AL1054,12/6/2023,69,12/21/2023,1630
AL1055,2/19/2023,70,3/2/2023,1631
AL1056,9/23/2023,71,10/6/2023,1632
AL1057,1/18/2023,72,1/29/2023,1633
AL1058,1/19/2023,73,2/1/2023,1634
AL1059,8/12/2023,74,8/24/2023,1635
AL1060,2/17/2023,75,3/3/2023,1636
AL1061,10/18/2023,76,10/30/2023,1637
AL1062,6/10/2023,77,6/22/2023,1638
AL1063,12/12/2023,78,12/23/2023,1639
AL1064,12/18/2023,79,1/1/2024,1640
AL1065,11/4/2023,80,11/18/2023,1641
AL1066,5/2/2023,81,5/17/2023,1642
AL1067,1/11/2023,82,1/24/2023,1643
AL1068,1/1/2024,83,1/11/2024,1644
AL1069,2/12/2023,84,2/27/2023,1645
AL1070,2/26/2023,85,3/9/2023,1646
AL1071,7/21/2023,86,8/2/2023,1647
AL1072,6/24/2023,87,7/9/2023,1648
AL1073,5/13/2023,88,5/27/2023,1649
AL1074,1/1/2024,89,1/14/2024,1650
AL1075,4/29/2023,90,5/9/2023,1651
AL1076,12/19/2023,91,12/31/2023,1652
AL1077,3/27/2023,92,4/8/2023,1653
AL1078,5/22/2023,93,6/6/2023,1654
AL1079,11/5/2023,94,11/18/2023,1655
AL1080,11/5/2023,95,11/16/2023,1656
AL1081,5/26/2023,96,6/7/2023,1657
AL1082,2/19/2023,97,3/6/2023,1658
AL1083,4/29/2023,98,5/14/2023,1659
AL1084,12/10/2023,99,12/23/2023,1660
AL1085,1/13/2023,100,1/27/2023,1661
AL1086,7/11/2023,101,7/22/2023,1662
AL1087,5/22/2023,102,6/2/2023,1663
AL1088,4/20/2023,103,5/5/2023,1664
AL1089,7/9/2023,104,7/19/2023,1665
AL1090,10/11/2023,105,10/26/2023,1666
AL1091,12/30/2023,106,1/13/2024,1667
AL1092,3/11/2023,107,3/26/2023,1668
AL1093,1/13/2023,108,1/24/2023,1669
AL1094,12/10/2023,109,12/23/2023,1670
AL1095,1/5/2023,110,1/18/2023,1671
AL1096,12/12/2023,111,12/24/2023,1672
AL1097,5/20/2023,112,5/31/2023,1673
AL1098,1/13/2023,113,1/25/2023,1674
AL1099,10/15/2023,114,10/27/2023,1675
AL1100,2/3/2023,115,2/14/2023,1676
AL1101,11/23/2023,116,12/4/2023,1677
AL1102,1/10/2023,117,1/25/2023,1678
AL1103,8/3/2023,118,8/14/2023,1679
AL1104,4/4/2023,119,4/14/2023,1680
AL1105,9/30/2023,120,10/10/2023,1681
AL1106,5/7/2023,121,5/18/2023,1682
AL1107,1/22/2023,122,2/3/2023,1683
AL1108,6/19/2023,123,7/2/2023,1684
AL1109,7/16/2023,124,7/30/2023,1685
AL1110,2/13/2023,125,2/23/2023,1686
AL1111,7/8/2023,126,7/20/2023,1687
AL1112,5/15/2023,127,5/26/2023,1688
AL1113,5/8/2023,128,5/20/2023,1689
AL1114,4/5/2023,129,4/17/2023,1690
AL1115,5/8/2023,130,5/21/2023,1691
AL1116,9/18/2023,131,10/1/2023,1692
AL1117,10/21/2023,132,10/31/2023,1693
AL1118,1/25/2023,133,2/5/2023,1694
AL1119,5/24/2023,134,6/7/2023,1695
AL1120,12/9/2023,135,12/20/2023,1696
AL1121,2/4/2023,136,2/16/2023,1697
AL1122,4/7/2023,137,4/20/2023,1698
AL1123,2/14/2023,138,2/26/2023,1699
AL1124,10/19/2023,139,11/2/2023,1700
AL1125,5/28/2023,140,6/12/2023,1701
AL1126,10/9/2023,141,10/19/2023,1702
AL1127,3/20/2023,142,4/1/2023,1703
AL1128,9/18/2023,143,10/3/2023,1704
AL1129,9/19/2023,144,10/4/2023,1705
AL1130,11/30/2023,145,12/11/2023,1706
AL1131,6/28/2023,146,7/11/2023,1707
AL1132,11/9/2023,147,11/23/2023,1708
AL1133,9/18/2023,148,9/30/2023,1709
AL1134,12/23/2023,149,1/6/2024,1710
AL1135,6/3/2023,150,6/16/2023,1711
AL1136,10/8/2023,151,10/23/2023,1712
AL1137,12/19/2023,152,12/31/2023,1713
AL1138,12/5/2023,153,12/18/2023,1714
AL1139,4/9/2023,154,4/21/2023,1715
AL1140,10/14/2023,155,10/28/2023,1716
AL1141,11/3/2023,156,11/15/2023,1717
AL1142,10/21/2023,157,10/31/2023,1718
AL1143,7/9/2023,158,7/22/2023,1719
AL1144,2/9/2023,159,2/23/2023,1720
AL1145,9/19/2023,160,10/1/2023,1721
AL1146,3/31/2023,161,4/14/2023,1722
AL1147,7/18/2023,162,7/30/2023,1723
AL1148,11/19/2023,163,11/30/2023,1724
AL1149,10/23/2023,164,11/7/2023,1725
AL1150,8/10/2023,165,8/20/2023,1726
AL1151,12/11/2023,166,12/26/2023,1727
AL1152,12/24/2023,167,1/6/2024,1728
AL1153,8/14/2023,168,8/24/2023,1729
AL1154,9/17/2023,169,9/29/2023,1730
AL1155,4/29/2023,170,5/11/2023,1731
AL1156,1/22/2023,171,2/4/2023,1732
AL1157,4/15/2023,172,4/27/2023,1733
AL1158,7/24/2023,173,8/4/2023,1734
AL1159,3/22/2023,174,4/4/2023,1735
AL1160,8/13/2023,175,8/28/2023,1736
AL1161,11/9/2023,176,11/19/2023,1737
AL1162,12/13/2023,177,12/25/2023,1738
AL1163,4/7/2023,178,4/20/2023,1739
AL1164,10/8/2023,179,10/23/2023,1740
AL1165,8/16/2023,180,8/29/2023,1741
AL1166,6/20/2023,181,7/2/2023,1742
AL1167,12/29/2023,182,1/12/2024,1743
AL1168,12/5/2023,183,12/20/2023,1744
AL1169,11/11/2023,184,11/25/2023,1745
AL1170,8/18/2023,185,9/1/2023,1746
AL1171,4/20/2023,186,5/4/2023,1747
AL1172,9/12/2023,187,9/24/2023,1748
AL1173,2/16/2023,188,3/2/2023,1749
AL1174,3/1/2023,189,3/16/2023,1750
AL1175,6/10/2023,190,6/25/2023,1751
AL1176,5/13/2023,191,5/25/2023,1752
AL1177,6/29/2023,192,7/11/2023,1753
AL1178,10/5/2023,193,10/16/2023,1754
AL1179,5/11/2023,194,5/23/2023,1755
AL1180,12/2/2023,195,12/16/2023,1756
AL1181,12/27/2023,196,1/10/2024,1757
AL1182,4/22/2023,197,5/7/2023,1758
AL1183,8/20/2023,1,9/4/2023,1759
AL1184,9/6/2023,2,9/17/2023,1760
AL1185,7/4/2023,3,7/15/2023,1761
AL1186,4/7/2023,4,4/20/2023,1762
AL1187,3/9/2023,5,3/23/2023,1763
AL1188,9/4/2023,6,9/17/2023,1764
AL1189,1/26/2023,7,2/6/2023,1765
