EquipmentName,EquipmentCode,RegulationID,DepartmentID,UserID
"Visual, Pregnancy Hcg, Prescription Use",JHI,R009,35,429
"Agglutination Method, Human Chorionic Gonadotropin",JHJ,R010,36,430
"Microdensitometry Method, Lipoproteins",JHL,R011,37,431
"Colorimetric Method, Lipoproteins",JHM,R012,38,432
"Turbidimetric Method, Lipoproteins",JHN,R013,39,433
"Electrophoretic Separation, Lipoproteins",JHO,R014,40,434
"Radial Immunodiffusion, Lipoproteins",JHP,R015,41,435
"Nephelometric Method, Lipoproteins",JHQ,R016,42,436
"Differential Rate Kinetic Method, Cpk Or Isoenzymes",JHS,R017,43,437
"Chromatographic Separation, Cpk Isoenzymes",JHT,R018,44,438
"U.V. Method, Cpk Isoenzymes",JHW,R019,45,439
"Fluorometric Method, Cpk Or Isoenzymes",JHX,R020,46,440
"Colorimetric Method, Cpk Or Isoenzymes",JHY,R021,47,441
"Enzymatic Methods, Galactose",JIA,R022,48,442
"U.V. Method, Galactose",JIB,R023,49,443
"Colorimetric Method, Galactose",JIC,R024,50,444
"Photometric Method, Ammonia",JID,R025,51,445
"Method, Ion-Exchange, Ammonia",JIE,R026,52,446
"Enzymatic Method, Ammonia",JIF,R027,53,447
"Electrode, Ion-Specific Method, Ammonia",JIG,R028,54,448
"Wet Ash Method, Protein-Bound Iodine",JIJ,R029,55,449
"Dry Ash Method, Protein-Bound Iodine",JIK,R030,56,450
"Method, Enzymatic, Glucose (Urinary, Non-Quantitative)",JIL,R001,57,451
"Method, Metallic Reduction, Glucose (Urinary, Non-Quantitative)",JIM,R002,58,452
"Nitroprusside, Ketones (Urinary, Non-Quant.)",JIN,R003,59,453
"Turbidimetric Method, Protein Or Albumin (Urinary, Non-Quant.)",JIQ,R004,60,454
"Indicator Method, Protein Or Albumin (Urinary, Non-Quant.)",JIR,R005,61,455
"Calibrator, Primary",JIS,R006,62,456
"Calibrator, Secondary",JIT,R007,63,457
"Calibrator, Surrogate",JIW,R008,64,458
"Calibrator, Multi-Analyte Mixture",JIX,R009,65,459
"Photometric Method, Iron (Non-Heme)",JIY,R010,66,460
"Atomic Absorption, Iron (Non-Heme)",JIZ,R011,67,461
"Radio-Labeled Iron Method, Iron (Non-Heme)",JJA,R012,68,462
"Azo-Dyes, Colorimetric, Bilirubin & Its Conjugates (Urinary, Non-Quant.)",JJB,R013,69,463
"Analyzer, Chemistry (Sequential Multiple, Continuous Flow) Clinical Use",JJC,R014,70,464
"Analyzer, Chemistry (Photometric, Discrete), For Clinical Use",JJE,R015,71,465
"Analyzer, Chemistry, Micro, For Clinical Use",JJF,R016,72,466
"Analyzer, Chemistry, Centrifugal, For Clinical Use",JJG,R017,73,467
Clinical Sample Concentrator,JJH,R018,74,468
"Analyzer, Enzyme, For Clinical Use",JJI,R019,75,469
"Counter (Beta, Gamma) For Clinical Use",JJJ,R020,76,470
"Oncometer, Plasma, For Clinical Use",JJK,R021,77,471
Plasma Viscometer For Clinical Use,JJL,R022,78,472
Osmometer For Clinical Use,JJM,R023,79,473
"Apparatus, Electrophoresis, For Clinical Use",JJN,R024,80,474
Flame Emission Photometer For Clinical Use,JJO,R025,81,475
"Electrode, Ion Selective (Non-Specified)",JJP,R026,82,476
"Colorimeter, Photometer, Spectrophotometer For Clinical Use",JJQ,R027,83,477
Electrolyte Controls (Assayed And Unassayed),JJR,R028,84,478
"Controls For Blood-Gases, (Assayed And Unassayed)",JJS,R029,85,479
Enzyme Controls (Assayed And Unassayed),JJT,R030,86,480
Urinalysis Controls (Assayed And Unassayed),JJW,R001,87,481
Single (Specified) Analyte Controls (Assayed And Unassayed),JJX,R002,88,482
"Multi-Analyte Controls, All Kinds (Assayed)",JJY,R003,89,483
"Tubes, Vials, Systems, Serum Separators, Blood Collection",JKA,R004,90,484
"Radioimmunoassay, Compound S (11-Deoxycortisol)",JKB,R005,91,485
"Radioimmunoassay, Dehydroepiandrosterone (Free And Sulfate)",JKC,R006,92,486
"Radioimmunoassay, C-Peptides Of Proinsulin",JKD,R007,93,487
"Dinitrophenyl Hydrazone Measurement (Colorimetric), Hydroxybutyric Dehydroge",JKF,R008,94,488
"L-Isocitrate And Nadp (U.V.), Isocitric Dehydrogenase",JKG,R009,95,489
"Hydrazone Deriv. Of Alpha-Ketogluterate (Colorimetry), Isocitric Dehydrogen",JKH,R010,96,490
"Fluorometric Measurement, Porphyrins",JKJ,R011,97,491
"Acid, Delta-Aminolevulinic, Ion-Exchange Columns With Colorimetry",JKL,R012,98,492
"Chromium-51, Blood Volume",JKP,R013,99,493
"Radioimmunoassay, Calcitonin",JKR,R014,100,494
"N-Acetyl-L-Tyrosine Ethyl Ester (U.V.), Chymotrypsin",JKW,R015,101,495
"N-Benzoyl-L-Tyrosine Ethyl Ester (U.V.), Chymotrypsin",JKX,R016,102,496
"Oxalydihydrazide (Spectroscopic), Copper",JKY,R017,103,497
"Diethyldithiocarbamate (Colorimetric), Copper",JKZ,R018,104,498
"Conversion To Creatinine, Creatine",JLA,R019,105,499
"Atp And Creatine Kinase (Enzymatic), Creatine",JLB,R020,106,1
"Nitroprusside Reaction (Qualitative, Urine), Cystine",JLC,R021,107,2
"Chromatographic, Cystine",JLD,R022,108,3
"Radioimmunoassay, Desoxycorticosterone",JLE,R023,109,4
"Radioimmunoassay, Etiocholanolone",JLF,R024,110,5
"Conversion To Ferric Hydroxymates (Colorimetric), Fatty Acids",JLG,R025,111,6
"Titrimetric, Fatty Acids",JLH,R026,112,7
"Tetrahydrofolate, Enzymatic (U.V.), Formiminoglutamic Acid",JLI,R027,113,8
"Uridine-5-Diphosphoglucose, Nad (U.V.), Alpha-D Galactose-1-Phosphate",JLJ,R028,114,9
"Sodium Hydroxide And Phenol Red (Titrimetric), Gastric Acidity",JLK,R029,115,10
"Tubeless Analysis, Gastric Acidity",JLL,R030,116,11
"Chromatographic, Glutathione",JLN,R001,117,12
"Enzymatic (Glutathione Reductase), Glutathione",JLO,R002,118,13
"Spectrophotometric Method, Pregnanediol",JLP,R003,119,14
"Spectrophotometric Method, Pregnanetriol",JLQ,R004,120,15
"Gas Chromatography, Pregnanetriol",JLR,R005,121,16
"Radioimmunoassay, Progesterone",JLS,R006,122,17
"Acid, Pyruvic, Enzymatic (U.V.)",JLT,R007,123,18
"Radioimmunoassay, Thyroid-Stimulating Hormone",JLW,R008,124,19
"Radioimmunoassay, 17-Hydroxyprogesterone",JLX,R009,125,20
"Phosphoglycerate Mutase (Colorimetric), 2,3-Diphosphoglyceric Acid",JLY,R010,126,21
"Nadh, Phosphoglycerate Mutase, Atp (U.V.) 2,3-Diphosphoglyceric Acid",JLZ,R011,127,22
"Acid, Ascorbic, 2,4-Dinitrophenylhydrazine (Spectrophotometric)",JMA,R012,128,23
"Radioimmunoassay, Total Estrogens, Nonpregnancy",JMD,R013,129,24
"Radioimmunoassay, Glucagon",JME,R014,130,25
"Radioimmunoassay, Human Placental Lactogen",JMF,R015,131,26
"Chromatographic, Histidine",JMI,R016,132,27
"Microbiological, Histidine",JMJ,R017,133,28
"Acid, Alpha-Ketobutyric And Nadh (U.V.), Hydroxybutyric Dehydrogenase",JMK,R018,134,29
"Column Chromatography & Color Development, Hydroxyproline",JMM,R019,135,30
"Extraction Plus Chromatography With Color By Ninhydrin, Hydroxyproline",JMN,R020,136,31
Ferrozine (Colorimetric) Iron Binding Capacity,JMO,R021,137,32
"M. Lysodeikticus Cells (Spectrophotometric), Lysozyme (Muramidase)",JMQ,R022,138,33
"Immunochemical, Lysozyme (Muramidase)",JMR,R023,139,34
"Acid, Oxalacetic And Nadh Oxidation (U.V.), Malic Dehydrogenase",JMS,R024,140,35
"Diazo (Colorimetric), Nitrite (Urinary, Non-Quant)",JMT,R025,141,36
"2,4-Dinitrofluorobenzene (Spectroscopic), Nitrogen (Amino-Nitrogen)",JMW,R026,142,37
"Ninhydrin, Nitrogen (Amino-Nitrogen)",JMX,R027,143,38
"Citrulline, Arsenate, Nessler (Colorimetry), Ornithine Carbamyl Transferase",JMY,R028,144,39
"Comparison Of Freezing Points & Stds. Of Known Osmotic Pressure, Osmolality",JMZ,R029,145,40
"Vapor Pressure, Osmolality Of Serum & Urine",JNA,R030,146,41
"Ninhydrin And L-Leucyl-L-Alanine (Fluorimetric), Phenylalanine",JNB,R001,147,42
"Column Or Paper Chromatography Plus Ninhydrin, Phenylalanine",JNC,R002,148,43
"Nadp Reduction, 6-Phosphogluconate Dehydrogenase",JND,R003,149,44
"Glucose-6-Phosphate (Colorimetric), Phosphohexose Isomerase",JNE,R004,150,45
"Ion-Exchange Resin, Ehrlich'S Reagent, Porphobilinogen",JNF,R005,151,46
"Radioimmunoassay, Pregnenolone",JNG,R006,152,47
"Phosphoenol Pyruvate, Adp, Nadh, Pyruvate Kinase",JNJ,R007,153,48
"Beta-D-Fructose & Nadh Oxidation (U.V.), Sorbitol Dehydrogenase",JNK,R008,154,49
"P-Toluenesulphonyl-L-Arginine Methyl Ester (U.V.), Trypsin",JNN,R009,155,50
"N-Benzoyl-L-Arginine Ethyl Ester (U.V.), Trypsin",JNO,R010,156,51
"Infrared Spectroscopy Measurement, Urinary Calculi (Stone)",JNP,R011,157,52
"Qualitative Chemical Reactions, Urinary Calculi (Stone)",JNQ,R012,158,53
"Stannous Chloride - Hydrazine, Phospholipids",JNS,R013,159,54
"Chromatographic, Phospholipids",JNT,R014,160,55
"Membrane Osmometry, Plasma Oncometry",JNX,R015,161,56
"Glyceralde-3-Phosphate, Nadh (Enzymatic), Triose Phosphate Isomerase",JNY,R016,162,57
"Fluorometric, Uroporphyrin",JNZ,R017,163,58
"Acid, Trifluoroacetic, Vitamin A, Hexane Extraction",JOA,R018,164,59
"Hexane Extraction, Fluorescence, Vitamin E",JOB,R019,165,60
"Colorimetric, Xylose",JOC,R020,166,61
"Colorimetric Method, Gamma-Glutamyl Transpeptidase",JPZ,R021,167,62
"Electrophoretic, Gamma-Glutamyl Transpeptidase Isoenzymes",JQA,R022,168,63
"Kinetic Method, Gamma-Glutamyl Transpeptidase",JQB,R023,169,64
"Centrifuges (Micro, Ultra, Refrigerated) For Clinical Use",JQC,R024,170,65
"Resin, Ion-Exchange, Thioglycolic Acid, Colorimetry, Iron Binding Capacity",JQD,R025,171,66
"Resin, Ion-Exchange, Ascorbic Acid, Colorimetry, Iron Binding Capacity",JQE,R026,172,67
"Bathophenanthroline, Iron Binding Capacity",JQF,R027,173,68
"Radiometric, Fe59, Iron Binding Capacity",JQG,R028,174,69
"Trinitrobenzene Sulfonate (Spectroscopic), Nitrogen (Amino-Nitrogen)",JQH,R029,175,70
"Rotating Disc, Plasma Viscometry",JQI,R030,176,71
"Densitometeric, Protein Fractionation",JQJ,R001,177,72
"Immunodiffusion, Protein Fractionation",JQK,R002,178,73
"Spectrophotometric, Uroporphyrin",JQL,R003,179,74
"P-Bromoaniline, Xylose",JQM,R004,180,75
"Colorimetric, Mucopolysaccharides",JQN,R005,181,76
"Balance, Analytical",JQO,R006,182,77
"Calculator/Data Processing Module, For Clinical Use",JQP,R007,183,78
Dialyzer,JQQ,R008,184,79
"Densitometer/Scanner (Integrating, Reflectance, Tlc, Radiochromat.) Clinica",JQT,R009,185,80
"Station, Pipetting And Diluting, For Clinical Use",JQW,R010,186,81
"Nephelometer, For Clinical Use",JQX,R011,187,82
Ph Meter,JQY,R012,188,83
Polarimeter,JQZ,R013,189,84
"Microtitrator, For Clinical Use",JRA,R014,190,85
Micro Mixer,JRB,R015,191,86
Micro Pipette,JRC,R016,192,87
Refractometer For Clinical Use,JRE,R017,193,88
"Block, Heating",JRG,R018,194,89
"Cuvette, Thermostated",JRI,R019,195,90
"Unit, Drying",JRJ,R020,196,91
Evaporator,JRK,R021,197,92
"Unit, Filter, Membrane",JRL,R022,1,93
Freezer,JRM,R023,2,94
Blender/Mixer,JRO,R024,3,95
Shaker/Stirrer,JRQ,R025,4,96
"Regulator, Temperature",JRR,R026,5,97
"Purifier, Water (Absorption, Deionization, Membrane Filter, Reverse Osmosis)",JRS,R027,6,98
"Nephelometric, Amylase",KHM,R028,7,99
"Fluorometer, For Clinical Use",KHO,R029,8,100
"Acid, Lactic, Enzymatic Method",KHP,R030,9,101
"Radioassay, Triiodothyronine Uptake",KHQ,R001,10,102
"Enzymatic, Carbon-Dioxide",KHS,R002,11,103
"Enzyme Immunoassay, Non-Radiolabeled, Total Thyroxine",KLI,R003,12,104
"Nad Reduction (U.V.), Phosphohexose Isomerase",KLJ,R004,13,105
"Phenolphthalein Colorimetry, Carbon-Dioxide",KMS,R005,14,106
"Acid, Uric, Uricase (Colorimetric)",KNK,R006,15,107
"Radioassay, Angiotensin Converting Enzyme",KQN,R007,16,108
Automated Urinalysis System,KQO,R008,17,109
"Fluorescent Proc. (Qual.), Galactose-1-Phosphate Uridyl Transferase",KQP,R009,18,110
"Radioimmunoassay, Cholyglycine, Bile Acids",KWW,R010,19,111
"Radioimmunoassay, Conjugated Sulfalithocholic (Slcg) Acid, Bile Acids",KWX,R011,20,112
"Ldl & Vldl Precipitation, Hdl",LBR,R012,21,113
"Ldl & Vldl Precipitation, Cholesterol Via Esterase-Oxidase, Hdl",LBS,R013,22,114
"Electrophoresis, Cholesterol Via Esterase-Oxidase, Hdl",LBT,R014,23,115
"Tonometer (Calibration And Q.C. Of Blood-Gas Instruments), Clinical",LCH,R015,24,116
"Automated Radioimmunoassay Systems, For Clinical Use",LCI,R016,25,117
"Kit, Test, Pregnancy, Hcg, Over The Counter",LCX,R017,26,118
"Conductivity Rate, Urea Nitrogen",LFP,R018,27,119
"Acid, Uric, Acid Reduction Of Ferric Ion",LFQ,R019,28,120
"Glucose Dehydrogenase, Glucose",LFR,R020,29,121
"Radioreceptor Assay, Human Chorionic Gonadotropin",LFS,R021,30,122
"Radioassay, Intrinsic Factor Blocking Antibody",LIG,R022,31,123
Urinary Homocystine (Nonquantitative) Test System,LPS,R023,32,124
"System, Test, Urinary Methylmalonic Acid",LPT,R024,33,125
"System, Test, Oxalate",LPW,R025,34,126
"Equipment, Laboratory, General Purpose, Labeled Or Promoted For A Specific Medical Use",LXG,R026,35,127
"Immunoassay Method, Troponin Subunit",MMI,R027,36,128
Urinary Carbohydrate Analysis Kit,MPG,R028,37,129
Bilirubin (Total And Unbound) In The Neonate Test System,MQM,R029,38,130
"System, Test, Vitamin D",MRG,R030,39,131
"System, Test, Low Density, Lipoprotein",MRR,R001,40,132
"Drink, Glucose Tolerance",MRV,R002,41,133
Apolipoproteins,MSJ,R003,42,134
"System, Test, Lipoprotein(A)",MSM,R004,43,135
"Biosensor, Immunoassay, Cpk Or Isoenzymes",MYT,R005,44,136
"System, Test, Sodium, Enzymatic Method",MZU,R006,45,137
"Test, System, Potassium, Enzymatic Method",MZV,R007,46,138
"System, Test, Biotinidase",NAK,R008,47,139
"Test, Immunoassay, Biosensor, Hcg",NAL,R009,48,140
"Test, Carbohydrate Deficient Transferrin",NAO,R010,49,141
"Lipoprotein, High Density, Hdl, Over The Counter",NAQ,R011,50,142
"Test, Natriuretic Peptide",NBC,R012,51,143
"System, Test, Blood Glucose, Over The Counter",NBW,R013,52,144
"Enzyme Immunoassay, Inhibin-A",NDR,R014,53,145
"Test, Cystatin C",NDY,R015,54,146
"System, Test, Osteocalcin",NEO,R016,55,147
"Enzyme Immunoassay, Cortisol, Salivary",NHG,R017,56,148
"Test, Albumin Cobalt Binding",NJV,R018,57,149
"System, Test, Amino Acids, Free Carnitines And Acylcarnitines Tandem Mass Spectrometry",NQL,R019,58,150
Immunoassay For Detection Of Amniotic Fluid Protein(S).,NQM,R020,59,151
"System, Breath Measurement",NRH,R021,60,152
Instrumentation For Clinical Multiplex Test Systems,NSU,R022,61,153
"Digital Image, Storage And Communications, Non-Diagnostic, Laboratory Information System",NVV,R023,62,154
"Immunoassay, Insulin-Like Growth Factor Binding Protein-1",OAM,R024,63,155
Multi-Analyte Controls Unassayed,OHQ,R025,64,156
"Internal  Polymerase Chain Reaction  Control, Not Assay Specific",OLD,R026,65,157
Osmolality Of Tears,OND,R027,66,158
Real Time Nucleic Acid Amplification System,OOI,R028,67,159
Galectin-3 In Vitro Diagnostic Assay,OSX,R029,68,160
Mass Spectrometer For Clinical Multiplex Test Systems,OTA,R030,69,161
"Thermocycler, Generic",OUL,R001,70,162
Complete Gene Expression Profiling Accessory Reagents,OVA,R002,71,163
St2 Assay,OYG,R003,72,164
"Dna Specimen Collection, Saliva",OYJ,R004,73,165
Dna Genetic Analyzer,PCA,R005,74,166
Hemoglobin A1c Test System,PDJ,R006,75,167
Amniotic Fluid Protein Immunoassay,PDS,R007,76,168
Nucleic Acid Quantitation Kit,PEG,R008,77,169
"Automated Pipetting, Diluting And Specimen Processing Workstations For Flow Cytometric Analysis",PER,R009,78,170
Mmp-9 Test System,PFQ,R010,79,171
Droplet Digital Pcr System,PHG,R011,80,172
Continuous Glucose Monitor Retrospective Data Analysis Software,PHV,R012,81,173
Acute Kidney Injury Test System,PIG,R013,82,174
Newborn Screening Specimen Collection Paper,PJC,R014,83,175
Oral Fluid Drugs Of Abuse And Alcohol Test Specimen Collection Device,PJD,R015,84,176
Blood/Plasma Collection Device For Dna Testing,PJE,R016,85,177
Continuous Glucose Monitor Secondary Display,PJT,R017,86,178
Insulin Pump Secondary Display,PKU,R018,87,179
Blood Specimen Collection Convenience Kit (Excludes Hiv),PQD,R019,88,180
Alpha-L-Iduronidase (Idua) Newborn Screening Test System,PQT,R020,89,181
Alpha-D-Glucosidase (Gaa) Newborn Screening Test System,PQU,R021,90,182
ÃŸ-Glucocerebrosidase (Gba) Newborn Screening Test System,PQV,R022,91,183
Alpha-D-Galactosidase A (Gla) Newborn Screening Test System,PQW,R023,92,184
Capillary Blood Collection Device For Alternative Site Collection,PRJ,R024,93,185
25-Oh-Vitamin D Mass Spectrometry Test System,PSL,R025,94,186
Refractometer For Donor Testing,PSM,R026,95,187
Uric Acid Test System For At Home Prescription Use,PTC,R027,96,188
Low-Density Lipoprotein (Ldl) Cholesterol Sub-Fraction Test,PYP,R028,97,189
Hospital Continuous Glucose Monitoring System,PYV,R029,98,190
Prescription Use Blood Glucose Meter For Near-Patient Testing,PZI,R030,99,191
"Integrated Continuous Glucose Monitoring System, Factory Calibrated",QBJ,R001,100,192
"Automated Platform Consisting Of Software And Instrumentation For Pooling And/Or Lysing Donor Blood, Serum, Or Plasma",QBZ,R002,101,193
Insulin Pump Therapy Adjustment Calculator For Healthcare Professionals,QCC,R003,102,194
Acid-Sphingomyelinase (Asm) Newborn Screening Test System,QCL,R004,103,195
ÃŸ-Galactocerebrosidase (Galc) Newborn Screening Test System,QCM,R005,104,196
Menopause Test System,QDH,R006,105,197
Integrated Continuous Glucose Monitoring System For Non-Intensive Diabetes Management,QDK,R007,106,198
Integrated Continuous Glucose Monitoring System For Professional Retrospective Use,QDL,R008,107,199
Breast Milk Macronutrients Test System,QEI,R009,108,200
Alternate Controller Enabled Insulin Infusion Pump,QFG,R010,109,201
Integrated Continuous Glucose Monitoring System For Professional Directed Retrospective Or Real-Time Use,QII,R011,110,202
Muscular Dystrophy Newborn Screening Test,QJE,R012,111,203
Interoperable Automated Glycemic Controller,QJI,R013,112,204
"Interoperable Automated Glycemic Controller, Insulin Suspend",QJS,R014,113,205
"Integrated Continuous Glucose Monitoring System, Factory Calibrated, Not For Use With Automated Insulin Delivery Systems",QLG,R015,114,206
Blood Collection Device For Cell-Free Nucleic Acid,QMA,R016,115,207
Prognostic Test For Assessment Of Liver Related Disease Progression,QQB,R017,116,208
Setmelanotide Eligibility Gene Variant Detection System,QRV,R018,117,209
Continuous Glucose Monitor Informed Insulin Dose Calculator,QRX,R019,118,210
Prognostic Test For Assessment Of Chronic Kidney Disease Progression,QWZ,R020,119,211
Cardiac Allograft Gene Expression Profiling Test System,OJQ,R021,120,212
"Kit, Assay, Progesterone Receptor",LPI,R022,121,213
"Kit, Assay, Estrogen Receptor",LPJ,R023,122,214
"Pump, Infusion, Analytical Sampling",LZF,R024,123,215
"Pump, Infusion, Insulin",LZG,R025,124,216
Diabetes Digital Therapeutic Device,QXC,R026,125,217
"Radioimmunoassay (Two-Site Solid Phase), Ferritin",JMG,R027,126,218
Direct-To-Consumer Access Pharmacogenetic Assessment System,QDJ,R028,127,219
"Test, Vaginal, Bacterial Sialidase",MXB,R029,128,220
Sex Crimes / Sexual Assault / Suspect Evidence Collection Kit (Excludes Hiv Testing),OID,R030,129,221
Human Immunodeficiency Virus (Hiv) Viral Load Monitoring Test,QUM,R001,130,222
"Container, Specimen, Urine, Drugs Of Abuse, Over The Counter",MPQ,R002,131,223
"Device, Accessory, Cooling Plate For Tissue Embedding Station",MXT,R003,132,224
Urine Transport Kit (Excludes Hiv Testing),OHZ,R004,133,225
Neonatal Blood Collection Kit And Screening Form (Excludes Hiv Testing),OIA,R005,134,226
Blood And Urine Collection Kit (Excludes Hiv Testing),OIB,R006,135,227
Urine Collection Kit (Excludes Hiv Testing),OIE,R007,136,228
"System, Test, Breath Nitric Oxide",MXA,R008,137,229
Blood Alcohol Kit (Excludes Hiv Testing),OIC,R009,138,230
"Controller, Closed-Loop Blood Glucose",LHE,R010,139,231
"Enzyme Immunoassay, Fetal Fibronectin",LKV,R011,140,232
"Monitor, Skin Resistance/Skin Temperature,  For Insulin Reactions",LMY,R012,141,233
Hyaline Membrane Disease Assay,LTC,R013,142,234
"Sensor, Glucose, Invasive",MDS,R014,143,235
"System, Test, Total Antioxidant Status",MWQ,R015,144,236
"Instrument, Glucose, Noninvasive Technology",NCT,R016,145,237
"Test, Breath Analysis, Volatile Organic Compounds",NQC,R017,146,238
"For Export Only - Antigen, Anti-Cardiac, Indirect Fluorescent Antibody Test System",NUK,R018,147,239
"For Export Only - Antigen, Anti-Skeletal, Indirect Fluorescent Antibody Test System",NUL,R019,148,240
Research Use Only/Clinical Chemistry Devices,OTV,R020,149,241
"Pump, Infusion, Insulin, To Be Used With Invasive Glucose Sensor",OYC,R021,150,242
"Automated Insulin Dosing , Threshold Suspend",OZO,R022,151,243
"Automated Insulin Dosing Device System, Single Hormonal Control",OZP,R023,152,244
"Automated Insulin Dosing  Device System, Bihormonal Control",OZQ,R024,153,245
"Test, Nr2 Antibody",PAQ,R025,154,246
"Test, Volatile Organic Compounds Breath Analysis",PAR,R026,155,247
Investigational Use Only - Clinical Chemistry,PDA,R027,156,248
Salivary Estriol Test,PEJ,R028,157,249
"Test, Cell Mediated Immune Response, Liver And Small Bowel Transplant/Transplantation",PHK,R029,158,250
"Sensor, Glucose, Invasive, Non-Adjunctive",PQF,R030,159,251
"Sensor, Glucose, Invasive, Non-Adjunctive, Factory-Calibrated, User-Initiated",PZE,R001,160,252
"Continuous Glucose Monitor, Implanted, Adjunctive Use",QCD,R002,161,253
"Sensor, Glucose, Implanted, Non-Adjunctive Use",QHJ,R003,162,254
"Apparatus, Autotransfusion",CAC,R004,163,255
Cardiopulmonary Resuscitation Aid Kit,OEV,R005,164,256
"Oxygenator, Long Term Support Greater Than 6 Hours",BYS,R006,165,257
Electrocardiograph,DPS,R007,166,258
"Probe, Blood-Flow, Extravascular",DPT,R008,167,259
"Flowmeter, Blood, Cardiovascular",DPW,R009,168,260
"Phlebograph, Impedance",DQB,R010,169,261
Phonocardiograph,DQC,R011,170,262
"Stethoscope, Electronic",DQD,R012,171,263
"Catheter, Oximeter, Fiber-Optic",DQE,R013,172,264
"Microsphere, Trace",DQG,R014,173,265
"Cardiograph, Apex (Vibrocardiograph)",DQH,R015,174,266
"Computer, Diagnostic, Programmable",DQK,R016,175,267
"Catheter, Intravascular, Diagnostic",DQO,R017,176,268
"Kit, Balloon Repair, Catheter",DQP,R018,177,269
"Cannula, Catheter",DQR,R019,178,270
