OrderName,Description,ItemCode,ItemDescription,PartDescription,SupplierID,EquipmentID,TotalCost,Quantity
"Continuous Ventilator, Minimal Ventilatory Support","Description for Continuous Ventilator, Minimal Ventilatory Support",BP0025,Sensors/ Detectors,Spo2 Extension sensor,147,3120,4052.014144,1
Oral Airway Assist,Description for Oral Airway Assist,BP0003,Bulbs/ Lamps,Halogen Bulb 6V 30W (Philips),148,5606,320.8129642,3
"Analyzer, Nitrogen Dioxide","Description for Analyzer, Nitrogen Dioxide",BP0001,Batteries/ UPS,Rechargeable Batttery,149,4796,174.5793231,4
One-Way Air-Leak Valve,Description for One-Way Air-Leak Valve,BP0004,Cables/ Lead Wires (or any part of it),FLOW SENSOR CONECTOR CABLE 8416600,150,1557,869.170664,5
"Device, Rebreathing Tubing, Pressure And Accessories","Description for Device, Rebreathing Tubing, Pressure And Accessories",BP0003,Bulbs/ Lamps,HALOGEN Bulb Derung 24v 75w,151,191,972.4537907,3
"Gauge, Gas Pressure, Cylinder/Pipeline","Description for Gauge, Gas Pressure, Cylinder/Pipeline",BP0011,Equipment Specific Parts,Battery Oralix,152,3209,1902.129923,6
"Hood, Oxygen, Infant","Description for Hood, Oxygen, Infant",BP0011,Equipment Specific Parts,Bulb mercury short ARC HBO 100/2,153,653,3645.90148,3
"Conserver, Oxygen","Description for Conserver, Oxygen",BP0013,Heater Elements,900MR754 Heater Wire,154,1186,3060.248383,6
"Drain, Tee (Water Trap) Percussor, Powered-Electric","Description for Drain, Tee (Water Trap) Percussor, Powered-Electric",BP0013,Heater Elements,Heater Wire Adaptor 900MR559,155,616,1983.551462,9
Rhinoanemometer (Measurement Of Nasal Decongestion),Description for Rhinoanemometer (Measurement Of Nasal Decongestion),BP0011,Equipment Specific Parts,LAMB CARTRIDGE ASSY 6 SERIES )(608125-501),156,3278,131.9743515,10
"Analyzer, Nitrogen Dioxide","Description for Analyzer, Nitrogen Dioxide",BP0001,Batteries/ UPS,Lithium ION Battery 3.6V(Red),157,566,4263.693291,3
Airway Suction Kit,Description for Airway Suction Kit,BP0003,Bulbs/ Lamps,Halogen Lamp,158,5446,4775.979832,2
"Anesthesia Conduction Kit Monitor, Air Embolism, Ultrasonic","Description for Anesthesia Conduction Kit Monitor, Air Embolism, Ultrasonic",BP0001,Batteries/ UPS,Battery Pack BP55,159,416,2335.696075,3
"Oximeter, Reprocessed","Description for Oximeter, Reprocessed",BP0008,Displays/ Backlights/ Panels,LCD MONITOR,160,2979,1940.888461,5
"Humidifier, Respiratory, Mask (Direct Patient Interface)","Description for Humidifier, Respiratory, Mask (Direct Patient Interface)",BP0004,Cables/ Lead Wires (or any part of it),LEAD CABLE ECG,161,2572,3134.79123,5
"Stimulator, Nerve, Ac-Powered Stimulator, Nerve, Battery-Powered","Description for Stimulator, Nerve, Ac-Powered Stimulator, Nerve, Battery-Powered",BP0004,Cables/ Lead Wires (or any part of it),NIBP INTERCONNECT CABLE,162,816,2672.457263,1
"Drain, Tee (Water Trap) Percussor, Powered-Electric","Description for Drain, Tee (Water Trap) Percussor, Powered-Electric",BP0001,Batteries/ UPS,Battery 9.6V 1.5Ah,163,2722,2199.693822,1
"Resuscitator, Manual, Non Self-Inflating","Description for Resuscitator, Manual, Non Self-Inflating",BP0006,Cuffs,CUFF ADULT DURABLE,164,3056,914.0523468,2
Nitric Oxide Generator And Delivery System,Description for Nitric Oxide Generator And Delivery System,BP0013,Heater Elements,Heater Elements,165,364,2194.772995,3
"Monitor, Oxygen, Cutaneous, For Uses Other Than For Infant Not Under Gas Anesthesia","Description for Monitor, Oxygen, Cutaneous, For Uses Other Than For Infant Not Under Gas Anesthesia",BP0012,Filters,INLET FILTER (PACK OF 6 PCS),166,1044,2211.431898,6
"Catheter, Suction, Tracheobronchial, Reprocessed","Description for Catheter, Suction, Tracheobronchial, Reprocessed",BP0004,Cables/ Lead Wires (or any part of it),ECG 5 Lead,167,2846,4193.253542,9
"Set, Tubing And Support, Ventilator (W Harness)","Description for Set, Tubing And Support, Ventilator (W Harness)",BP0001,Batteries/ UPS,Rechargeable Battery (for Draeger Evita 4); Valve Regulated Lead Acid 12V 3.4Ah (LC-R123R4PG),168,2961,3691.001584,1
"Ventilator, High Frequency","Description for Ventilator, High Frequency",BP0004,Cables/ Lead Wires (or any part of it),3 LEAD ECG CABLE,169,5508,2537.286586,2
Custom Anesthesia Tray,Description for Custom Anesthesia Tray,BP0001,Batteries/ UPS,Rechargeable Battery 12V 2.3Ah,170,1407,1572.395772,2
Blood Specimen Collection Kit (Excludes Hiv Testing),Description for Blood Specimen Collection Kit (Excludes Hiv Testing),BP0013,Heater Elements,High Temperature Filament,171,3420,3892.127327,1
"Chromatographic Separation/Zimmerman, 17-Ketosteroids","Description for Chromatographic Separation/Zimmerman, 17-Ketosteroids",BP0004,Cables/ Lead Wires (or any part of it),Battery Li-Ion 2.4ah/26.64 wh,172,1168,1276.496178,6
Emergency Resuscitator,Description for Emergency Resuscitator,BP0011,Equipment Specific Parts,FISHER & PAYKEL ELECTRICAL ADAPTOR 900MR858,173,418,2991.584496,1
"Tube, Bronchial (W/Wo Connector)","Description for Tube, Bronchial (W/Wo Connector)",BP0012,Filters,Cartridge filter big blue 20,174,3145,3559.176393,2
Device Indicating An Exhalation Event,Description for Device Indicating An Exhalation Event,BP0001,Batteries/ UPS,Battery Pack 8.4V 8.0 Ah Ge Dash 2500,175,1963,1349.930808,5
"Porter Silber Hydrazone, 17-Hydroxycorticosteroids","Description for Porter Silber Hydrazone, 17-Hydroxycorticosteroids",BP0025,Sensors/ Detectors,Durasensor Adult Finger Clip Sensor,176,3862,268.8586777,2
"Condenser, Heat And Moisture (Artificial Nose)","Description for Condenser, Heat And Moisture (Artificial Nose)",BP0003,Bulbs/ Lamps,SLIT LAMP BULB TAPCON HALOGEN,177,5284,2122.272127,8
"Brush, Cleaning, Tracheal Tube","Description for Brush, Cleaning, Tracheal Tube",BP0012,Filters,Bacteria Filter 10,178,735,2181.420926,1
Nitric Oxide Generator And Delivery System,Description for Nitric Oxide Generator And Delivery System,BP0012,Filters,Cartridge filter imicon 20,179,2374,4782.894497,2
"Humidifier, Non-Direct Patient Interface (Home-Use)","Description for Humidifier, Non-Direct Patient Interface (Home-Use)",BP0025,Sensors/ Detectors,Temperature Probe 900MR869,180,2381,1307.419669,9
"Generator, Oxygen, Portable Flowmeter, Tube, Thorpe, Back-Pressure Compensated","Description for Generator, Oxygen, Portable Flowmeter, Tube, Thorpe, Back-Pressure Compensated",BP0004,Cables/ Lead Wires (or any part of it),10 Lead ECG Cable Kenz 108,181,851,1602.201406,5
"Set, Tubing And Support, Ventilator (W Harness)","Description for Set, Tubing And Support, Ventilator (W Harness)",BP0025,Sensors/ Detectors,FISHER&PAYKEL Temperature Probe 900MR560,182,5284,2918.50837,3
"Device, Fixation, Tracheal Tube","Description for Device, Fixation, Tracheal Tube",BP0025,Sensors/ Detectors,FISHER&PAYKEL Temperature Probe 900MR860 FOR 850,183,4971,2557.200764,5
"Needle, Spinal, Short Term, Reprocessed","Description for Needle, Spinal, Short Term, Reprocessed",BP0028,Transducers/ Probes,Fresenius 4008S TMP Transducer Complete,184,1012,880.8875434,8
"Needle, Spinal, Short Term","Description for Needle, Spinal, Short Term",BP0014,Hoses/ Tubings/ Adaptors/ Couplers/ Connectors/ Pipes,Hose Red,185,1690,1813.183217,2
"Laryngoscope, Non-Rigid Yoke Assembly, Medical Gas","Description for Laryngoscope, Non-Rigid Yoke Assembly, Medical Gas",BP0005,Casing/ Covers/ Brackets/ Latches/ Part Holders,Plunger Holder 20ml,186,4012,151.7104708,4
"Calculator, Drug Dose","Description for Calculator, Drug Dose",BP0024,Printed Circuit Boards (PCB; Other than Power Supply),Rotor Board GE AMX4,187,503,1718.750665,10
"Ventilator, Emergency, Manual (Resuscitator)","Description for Ventilator, Emergency, Manual (Resuscitator)",BP0024,Printed Circuit Boards (PCB; Other than Power Supply),Fil KV Control Board GE AMX4,188,3965,358.1337911,9
Neurological Stimulation For Emergency Use,Description for Neurological Stimulation For Emergency Use,BP0024,Printed Circuit Boards (PCB; Other than Power Supply),CPU Board GE AMX4,189,5170,2780.815706,10
"Acid, Uric, Phosphotungstate Reduction","Description for Acid, Uric, Phosphotungstate Reduction",BP0001,Batteries/ UPS,Battery Upgrade Kit,190,767,3527.352565,6
"Spirometer, Diagnostic Meter, Peak Flow, Spirometry","Description for Spirometer, Diagnostic Meter, Peak Flow, Spirometry",BP0004,Cables/ Lead Wires (or any part of it),Patient Cable,191,4846,323.2917614,7
One-Way Air-Leak Valve,Description for One-Way Air-Leak Valve,BP0004,Cables/ Lead Wires (or any part of it),KENZ 106 10 LEAD ECG CABLE,192,3516,4446.155134,1
Anesthesia Cabinet,Description for Anesthesia Cabinet,BP0028,Transducers/ Probes,Toco Tranducer,193,4143,919.1080119,1
"Monitor, Oxygen, Cutaneous, For Infant Not Under Gas Anesthesia","Description for Monitor, Oxygen, Cutaneous, For Infant Not Under Gas Anesthesia",BP0028,Transducers/ Probes,TOCO Avalon FEM20 Philips,194,5077,3089.753074,9
"Algesimeter, Powered Mask, Gas, Anesthetic","Description for Algesimeter, Powered Mask, Gas, Anesthetic",BP0021,Power Cords/ Adaptors (or any part of it),Plug Top 3 Pin 13amp,195,740,767.1184596,1
Monitor For Opioid Induced Impairment Of Oxygenation,Description for Monitor For Opioid Induced Impairment Of Oxygenation,BP0014,Hoses/ Tubings/ Adaptors/ Couplers/ Connectors/ Pipes,Male Connector,196,5103,772.6379607,5
"Conduction, Anesthetic Catheter","Description for Conduction, Anesthetic Catheter",BP0014,Hoses/ Tubings/ Adaptors/ Couplers/ Connectors/ Pipes,Female Connector,197,3846,3954.516463,10
"Calculator, Pulmonary Function Data Ventilator, Non-Continuous (Respirator)","Description for Calculator, Pulmonary Function Data Ventilator, Non-Continuous (Respirator)",BP0012,Filters,CLEMENT FILTER,198,4246,1954.927308,3
"Valve, Switching (Ploss)","Description for Valve, Switching (Ploss)",BP0012,Filters,MADELA Filter Bacterial,199,2566,742.4767313,2
"Prosthesis, Tracheal, Expandable","Description for Prosthesis, Tracheal, Expandable",BP0003,Bulbs/ Lamps,"Bulb,12V/4.2A 50W",200,3477,283.7931814,5
"Analyzer, Gas, Argon, Gaseous-Phase","Description for Analyzer, Gas, Argon, Gaseous-Phase",BP0003,Bulbs/ Lamps,Bulb 6V4.5A,201,3997,440.0566407,1
"Humidifier, Respiratory Gas, (Direct Patient Interface)","Description for Humidifier, Respiratory Gas, (Direct Patient Interface)",BP0003,Bulbs/ Lamps,Bulb 6V 4.5 A,202,2759,2676.942004,9
Pneumotachometer,Description for Pneumotachometer,BP0021,Power Cords/ Adaptors (or any part of it),Power Cord 1.8M,203,1586,1030.570651,9
Adjunctive Pain Measurement Device For Anesthesiology,Description for Adjunctive Pain Measurement Device For Anesthesiology,BP0006,Cuffs,Infant Cuff 2 Tb,204,32,3748.212757,3
Humidifier Nebulizer Kit,Description for Humidifier Nebulizer Kit,BP0006,Cuffs,Infant Cuff 1 Tb,205,899,1902.592715,4
"Analyzer, Oxyhemoglobin Concentration, Blood-Phase, Indwelling","Description for Analyzer, Oxyhemoglobin Concentration, Blood-Phase, Indwelling",BP0006,Cuffs,X-Large Cuff Adult 2TB,206,1142,1419.386455,10
Oral Airway Assist,Description for Oral Airway Assist,BP0006,Cuffs,Cuff Large Adult 1 Tb,207,1293,3562.69438,9
"Analyzer, Gas, Desflurane, Gaseous-Phase (Anesthetic Concentration)","Description for Analyzer, Gas, Desflurane, Gaseous-Phase (Anesthetic Concentration)",BP0006,Cuffs,Cuff Adult 1 Tb,208,2688,2926.947429,5
"Stethoscope Head Stethoscope, Esophageal, With Electrical Conductors","Description for Stethoscope Head Stethoscope, Esophageal, With Electrical Conductors",BP0006,Cuffs,Cuff Adult Large 2 Tb,209,1561,317.6079123,3
"Analyzer, Nitric Oxide","Description for Analyzer, Nitric Oxide",BP0006,Cuffs,Cuff Adult 2 Tb,210,4963,2527.45823,5
Impedance Measuring Device Utilizing Oscillation Techniques,Description for Impedance Measuring Device Utilizing Oscillation Techniques,BP0006,Cuffs,Cuff Child 2 Tb,211,2982,4433.081612,10
"Support, Breathing Tube","Description for Support, Breathing Tube",BP0008,Displays/ Backlights/ Panels,TOP 3300 FRONT PANEL ASSEMBLY (T6330516(5) ),212,1250,2800.18406,1
"Regulator, Pressure, Gas Cylinder Airway, Esophageal (Obturator)","Description for Regulator, Pressure, Gas Cylinder Airway, Esophageal (Obturator)",BP0003,Bulbs/ Lamps,BULB SLIT LAMP 6V 4.5A W/CENTER HAAG STREIT BM900,213,608,1332.801093,1
"Device, Heimlich Maneuver Assist","Description for Device, Heimlich Maneuver Assist",BP0021,Power Cords/ Adaptors (or any part of it),Power Adaptor,214,1186,3822.29566,7
"Algesimeter, Powered Mask, Gas, Anesthetic","Description for Algesimeter, Powered Mask, Gas, Anesthetic",BP0021,Power Cords/ Adaptors (or any part of it),POWER DAPTOR HEM 907 OMRON,215,2683,850.8452472,7
"Continuous Ventilator, Minimal Ventilatory Support","Description for Continuous Ventilator, Minimal Ventilatory Support",BP0025,Sensors/ Detectors,DRAGER BABYLOG 8000 OXYGEN CELL 6850645 (GOLD PACKING) (OEM OOM201 ),216,1831,4325.019417,10
Implanted Phrenic Nerve Stimulator For Central Sleep Apnea,Description for Implanted Phrenic Nerve Stimulator For Central Sleep Apnea,BP0025,Sensors/ Detectors,Oxygen Sensor Capsule,217,3556,1499.463657,7
"Apparatus, Nitric Oxide Delivery","Description for Apparatus, Nitric Oxide Delivery",BP0025,Sensors/ Detectors,Oxygen Sensor,218,5845,3515.333147,7
Software Option For Anesthesia Gas Machine To Achieve And Maintain Targeted End Tidal Oxygen And Anesthetic Agents,Description for Software Option For Anesthesia Gas Machine To Achieve And Maintain Targeted End Tidal Oxygen And Anesthetic Agents,BP0025,Sensors/ Detectors,MARQUETTE EXTENSION SPO2 SENSOR,219,5467,1824.180269,3
"Ventilator, Continuous, Minimal Ventilatory Support, Home Use","Description for Ventilator, Continuous, Minimal Ventilatory Support, Home Use",BP0025,Sensors/ Detectors,EXTENAL MEDICAL OXYGEN SENSOR MAX-250E,220,1337,3863.480571,1
"Spirometer, Diagnostic Meter, Peak Flow, Spirometry","Description for Spirometer, Diagnostic Meter, Peak Flow, Spirometry",BP0001,Batteries/ UPS,Rechargeable Battery 6V,221,3872,471.018723,10
"Regulator, Pressure, Gas Cylinder Airway, Esophageal (Obturator)","Description for Regulator, Pressure, Gas Cylinder Airway, Esophageal (Obturator)",BP0001,Batteries/ UPS,Rechargeable Battery 6V,222,420,4955.952939,6
"Device, Positive Pressure Breathing, Intermittent","Description for Device, Positive Pressure Breathing, Intermittent",BP0025,Sensors/ Detectors,MASIMO SPO2 FINGER SENSOR ADULT LNOP DCI,223,566,129.7073898,3
Oximeter,Description for Oximeter,BP0025,Sensors/ Detectors,SPO2 finger sensor child masimo,224,311,2724.298466,1
Impedance Measuring Device Utilizing Oscillation Techniques,Description for Impedance Measuring Device Utilizing Oscillation Techniques,BP0004,Cables/ Lead Wires (or any part of it),MARQUETTE SPO2 ADAPTOR CABLE HELLIGE,225,5635,445.8622769,9
"Holding Chambers, Direct Patient Interface","Description for Holding Chambers, Direct Patient Interface",BP0004,Cables/ Lead Wires (or any part of it),MASIMO EXTENSIN CABLE M-LNCS-10,226,3683,428.5335272,5
Chromatography Separation/Zimmerman 17-Ketogenic Steroids,Description for Chromatography Separation/Zimmerman 17-Ketogenic Steroids,BP0003,Bulbs/ Lamps,Bulb PENLON 55092,227,242,1995.571005,9
"Catheter, Suction, Tracheobronchial, Reprocessed","Description for Catheter, Suction, Tracheobronchial, Reprocessed",BP0011,Equipment Specific Parts,Pot Meter,228,5668,4180.946641,6
"Unit, Liquid-Oxygen, Portable Tent, Oxygen, Electrically Powered","Description for Unit, Liquid-Oxygen, Portable Tent, Oxygen, Electrically Powered",BP0011,Equipment Specific Parts,"Strap,250X3Cm",229,4489,433.2217301,4
Ventilatory Electrical Impedance Tomograph,Description for Ventilatory Electrical Impedance Tomograph,BP0003,Bulbs/ Lamps,MADELA LAMP PHOTOTHERAPY 18w/71,230,3185,777.7908962,8
"Mask, Oxygen, Low Concentration, Venturi Mask, Oxygen","Description for Mask, Oxygen, Low Concentration, Venturi Mask, Oxygen",BP0003,Bulbs/ Lamps,BULB KILLER VISTA 2.8V 6 1011-P-7042,231,4497,4959.762201,1
"Analyzer, Gas, Neon, Gaseous-Phase","Description for Analyzer, Gas, Neon, Gaseous-Phase",BP0003,Bulbs/ Lamps,Bulb 2.5V,232,2002,704.8630705,5
"Conserver, Oxygen","Description for Conserver, Oxygen",BP0018,Motors/ Micromotors/ Carbon brushes,Fresenius 4008S Stepper Motor,233,5323,530.9708949,2
Portable Liquid Oxygen Unit Stand,Description for Portable Liquid Oxygen Unit Stand,BP0004,Cables/ Lead Wires (or any part of it),Retractile Cable,234,2474,516.855128,1
"Circulator, Breathing-Circuit Circuit, Breathing (W Connector, Adaptor, Y Piece)","Description for Circulator, Breathing-Circuit Circuit, Breathing (W Connector, Adaptor, Y Piece)",BP0007,Diaphragms/ Pumps,Fresenius 4008S Concentrate Pump Assy Complete,235,3752,4490.778724,2
Epidural Anesthesia Kit,Description for Epidural Anesthesia Kit,BP0007,Diaphragms/ Pumps,Fresenius 4008S Gear Pump Head,236,5264,2783.215898,1
"Spirometer, Monitoring (W/Wo Alarm) Computer, Oxygen-Uptake","Description for Spirometer, Monitoring (W/Wo Alarm) Computer, Oxygen-Uptake",BP0001,Batteries/ UPS,Rechargeable Battery 4.6V 700Mah,237,2691,4101.746684,8
Retrograde Intubation Set,Description for Retrograde Intubation Set,BP0001,Batteries/ UPS,SUZUKENZ 108 RECHARGEABLE BATTERY 12V 1200MAH,238,1866,2557.378183,3
"Tracheobronchial Catheters, Suction","Description for Tracheobronchial Catheters, Suction",BP0021,Power Cords/ Adaptors (or any part of it),3 Pin Plug Adaptor,239,3709,4984.673283,8
"Calculator, Pulmonary Function Data Ventilator, Non-Continuous (Respirator)","Description for Calculator, Pulmonary Function Data Ventilator, Non-Continuous (Respirator)",BP0004,Cables/ Lead Wires (or any part of it),Ecg Cable,240,1525,1406.027209,7
"Table And Tray, Anesthesia Analyzer","Description for Table And Tray, Anesthesia Analyzer",BP0004,Cables/ Lead Wires (or any part of it),PHILIPS LEAD 5 LEAD ECG CABLE M1633A,241,407,4268.921006,1
Tracheotomy Care Kit,Description for Tracheotomy Care Kit,BP0004,Cables/ Lead Wires (or any part of it),Adaptor Cable 12Pin to 9Pin,242,2005,3278.025305,10
"Monitor, Apnea, Home Use","Description for Monitor, Apnea, Home Use",BP0004,Cables/ Lead Wires (or any part of it),Patient Cable,243,490,4036.265357,6
"Calculator, Pulmonary Function Interpretor (Diagnostic)","Description for Calculator, Pulmonary Function Interpretor (Diagnostic)",BP0004,Cables/ Lead Wires (or any part of it),Chest Electrode Paediatric Complete,244,832,1064.862803,4
"Unit, Liquid-Oxygen, Portable Tent, Oxygen, Electrically Powered","Description for Unit, Liquid-Oxygen, Portable Tent, Oxygen, Electrically Powered",BP0004,Cables/ Lead Wires (or any part of it),"PHILIPS 3 Lead Trunk Cable, M1510A",245,143,524.9399481,5
Spinal Anesthesia Kit,Description for Spinal Anesthesia Kit,BP0004,Cables/ Lead Wires (or any part of it),PHILIPS 3 LEAD ECG CALBLE M1613A,246,5977,1553.429412,9
"Device, Fixation, Tracheal Tube","Description for Device, Fixation, Tracheal Tube",BP0004,Cables/ Lead Wires (or any part of it),EXTENSION PHILIPS 1900B,247,3728,1153.230293,3
"Tube, Bronchial (W/Wo Connector)","Description for Tube, Bronchial (W/Wo Connector)",BP0004,Cables/ Lead Wires (or any part of it),3 Lead Cable,248,4086,3480.676407,5
Nerve Block Tray,Description for Nerve Block Tray,BP0014,Hoses/ Tubings/ Adaptors/ Couplers/ Connectors/ Pipes,Air Hose 3.5m CRITIKON,249,843,3380.533434,1
