EquipmentID,TechnicianID,MaintenanceDate,MaintenanceTypeID,Description
4051,4383,2/8/2023,5,Lubricated moving parts
564,2464,2/11/2023,2,Preventive maintenance
1009,1437,6/28/2023,4,Disinfection and sterilization
4621,2,7/11/2023,6,Replaced faulty sensor
5543,3344,10/1/2023,2,Diagnostic tests and troubleshooting
4316,689,5/22/2023,9,Performed software update
2621,3634,1/16/2023,7,Calibrated equipment for accuracy
593,1849,10/19/2023,1,Lubricated moving parts
5383,2627,9/18/2023,3,Safety inspection and compliance check
5718,4154,1/29/2023,5,Replaced faulty sensor
5873,3283,6/16/2023,9,Calibrated equipment for accuracy
4063,2418,3/21/2023,6,Emergency repair
3944,3023,9/17/2023,6,Lubricated moving parts
1471,4424,4/18/2023,2,Diagnostic tests and troubleshooting
1832,4155,9/30/2023,8,Lubricated moving parts
5352,1178,2/14/2023,2,Emergency repair
3201,2021,6/3/2023,1,Verified calibration accuracy
205,905,3/13/2023,4,Safety inspection and compliance check
2251,1303,4/5/2023,8,Performed software update
5705,3185,11/20/2023,2,Lubricated moving parts
17,946,2/22/2023,1,Replaced faulty sensor
1785,1862,4/1/2023,3,Calibrated equipment for accuracy
3357,4370,1/4/2023,8,Lubricated moving parts
3659,639,5/1/2023,3,Disinfection and sterilization
4725,1208,8/15/2023,3,Diagnostic tests and troubleshooting
5846,4342,5/26/2023,8,Performed software update
2982,2519,1/31/2023,2,Lubricated moving parts
4508,3456,10/5/2023,5,Performed software update
3556,2026,11/13/2023,9,Diagnostic tests and troubleshooting
5850,2735,4/8/2023,4,Replaced faulty sensor
5542,2897,7/27/2023,1,Replaced faulty sensor
2801,1601,11/24/2023,1,Safety inspection and compliance check
5404,2417,9/3/2023,1,Safety inspection and compliance check
3868,1998,8/31/2023,6,Replaced faulty sensor
3497,2801,4/17/2023,2,Safety inspection and compliance check
4096,2631,3/18/2023,4,Preventive maintenance
4793,2740,3/10/2023,6,Routine inspection and cleaning
1724,2823,1/6/2023,1,Routine inspection and cleaning
3394,1048,1/23/2023,3,Replaced worn-out components
2930,2316,5/4/2023,9,Lubricated moving parts
1442,1258,6/3/2023,9,Safety inspection and compliance check
2979,2965,4/18/2023,5,Replaced worn-out components
2338,2546,4/8/2023,8,Diagnostic tests and troubleshooting
2050,2165,7/4/2023,6,Routine inspection and cleaning
648,4154,3/11/2023,8,Routine inspection and cleaning
206,4686,6/27/2023,8,Routine inspection and cleaning
2827,4473,9/10/2023,5,Performed software update
5014,4753,2/8/2023,5,Calibrated equipment for accuracy
1747,340,11/3/2023,2,Disinfection and sterilization
5853,3751,6/28/2023,1,Replaced faulty sensor
1073,2844,1/3/2023,7,Performed software update
3347,1548,9/20/2023,4,Lubricated moving parts
1607,4750,5/8/2023,8,Replaced faulty sensor
2693,1671,9/21/2023,7,Disinfection and sterilization
348,728,6/15/2023,5,Verified calibration accuracy
1313,2140,7/12/2023,3,Verified calibration accuracy
3940,1727,3/21/2023,2,Emergency repair
309,1446,6/25/2023,3,Routine inspection and cleaning
3934,3413,5/3/2023,2,Checked and tightened loose connections
2765,2900,8/25/2023,5,Checked and tightened loose connections
2797,3066,11/10/2023,8,Routine inspection and cleaning
83,4509,12/4/2023,4,Preventive maintenance
313,40,3/25/2023,8,Disinfection and sterilization
2061,1699,7/10/2023,2,Verified calibration accuracy
2045,1653,5/24/2023,4,Emergency repair
4651,4157,10/26/2023,5,Replaced worn-out components
3200,2568,7/15/2023,9,Replaced faulty sensor
3854,2100,12/24/2023,3,Replaced faulty sensor
2331,2769,8/28/2023,4,Emergency repair
2361,1645,10/5/2023,2,Verified calibration accuracy
3068,505,2/3/2023,4,Routine inspection and cleaning
3485,2568,8/6/2023,2,Routine inspection and cleaning
3431,279,11/8/2023,6,Emergency repair
1637,2590,7/11/2023,9,Replaced worn-out components
1202,3133,1/2/2023,6,Disinfection and sterilization
1593,4498,8/4/2023,5,Safety inspection and compliance check
1420,3248,6/26/2023,5,Preventive maintenance
688,2001,8/3/2023,6,Routine inspection and cleaning
3931,3984,6/12/2023,7,Replaced worn-out components
4175,1457,5/31/2023,7,Checked and tightened loose connections
2866,3000,6/10/2023,1,Preventive maintenance
2721,3035,5/6/2023,7,Calibrated equipment for accuracy
4506,3317,3/6/2023,2,Lubricated moving parts
1205,980,9/13/2023,3,Calibrated equipment for accuracy
1873,4516,11/18/2023,1,Disinfection and sterilization
4342,3141,4/15/2023,3,Replaced worn-out components
2515,2966,8/2/2023,4,Preventive maintenance
5217,4951,5/17/2023,2,Diagnostic tests and troubleshooting
1571,3404,5/25/2023,3,Routine inspection and cleaning
4093,1146,8/21/2023,3,Routine inspection and cleaning
4032,4941,2/21/2023,6,Emergency repair
865,76,2/2/2023,8,Verified calibration accuracy
2730,4243,2/13/2023,6,Disinfection and sterilization
2399,323,12/23/2023,8,Verified calibration accuracy
5522,3177,12/27/2023,3,Replaced worn-out components
1610,1961,9/22/2023,2,Disinfection and sterilization
5640,4116,10/16/2023,5,Diagnostic tests and troubleshooting
1741,2709,3/25/2023,1,Lubricated moving parts
4765,731,8/31/2023,2,Calibrated equipment for accuracy
3667,2601,3/20/2023,2,Replaced worn-out components
383,3094,5/17/2023,1,Preventive maintenance
1706,2960,7/9/2023,5,Performed software update
3956,4073,8/8/2023,1,Routine inspection and cleaning
1608,2406,10/11/2023,5,Diagnostic tests and troubleshooting
1239,4978,12/28/2023,5,Performed software update
663,4283,1/27/2023,6,Verified calibration accuracy
3284,471,1/25/2023,9,Emergency repair
2786,606,5/2/2023,8,Replaced faulty sensor
1659,348,5/13/2023,5,Replaced worn-out components
4971,4311,4/23/2023,1,Replaced faulty sensor
5045,3760,5/31/2023,4,Lubricated moving parts
1832,2501,9/6/2023,6,Verified calibration accuracy
27,1024,10/15/2023,5,Emergency repair
1584,2836,4/11/2023,5,Safety inspection and compliance check
1346,636,2/3/2023,7,Performed software update
4301,2807,7/21/2023,6,Replaced worn-out components
602,2985,2/17/2023,4,Performed software update
1354,961,3/19/2023,9,Preventive maintenance
1157,1986,1/9/2023,6,Replaced worn-out components
4040,3602,9/6/2023,8,Performed software update
2715,1073,5/29/2023,9,Preventive maintenance
2748,1047,5/23/2023,3,Emergency repair
4266,2763,11/18/2023,6,Calibrated equipment for accuracy
4876,4266,11/7/2023,1,Performed software update
1915,2994,7/21/2023,4,Checked and tightened loose connections
3926,3155,4/21/2023,3,Calibrated equipment for accuracy
5061,4723,6/1/2023,7,Lubricated moving parts
5366,2733,10/20/2023,3,Replaced faulty sensor
3249,3920,5/14/2023,9,Safety inspection and compliance check
265,153,9/9/2023,5,Calibrated equipment for accuracy
624,1409,5/7/2023,3,Routine inspection and cleaning
533,4042,8/24/2023,7,Replaced faulty sensor
1327,1998,7/29/2023,9,Diagnostic tests and troubleshooting
2504,4128,11/5/2023,8,Safety inspection and compliance check
2210,3300,1/15/2023,2,Verified calibration accuracy
5320,2140,11/13/2023,4,Calibrated equipment for accuracy
606,3323,1/3/2023,3,Routine inspection and cleaning
1467,4654,12/11/2023,1,Performed software update
647,4466,9/10/2023,6,Emergency repair
1941,874,8/7/2023,3,Disinfection and sterilization
876,3272,5/29/2023,7,Verified calibration accuracy
1120,1365,4/28/2023,1,Lubricated moving parts
4970,2376,11/17/2023,9,Disinfection and sterilization
529,1851,9/30/2023,5,Safety inspection and compliance check
3124,2264,3/19/2023,7,Calibrated equipment for accuracy
2222,3102,4/17/2023,7,Routine inspection and cleaning
2910,291,12/17/2023,8,Preventive maintenance
5150,4439,11/6/2023,1,Safety inspection and compliance check
3294,1634,9/19/2023,9,Checked and tightened loose connections
3510,3512,10/30/2023,2,Replaced worn-out components
5231,4118,11/22/2023,4,Safety inspection and compliance check
3984,247,10/24/2023,4,Calibrated equipment for accuracy
4739,4466,3/3/2023,5,Lubricated moving parts
4762,1654,5/20/2023,6,Lubricated moving parts
2919,3854,3/4/2023,4,Diagnostic tests and troubleshooting
4847,1762,6/14/2023,8,Lubricated moving parts
3808,3734,5/1/2023,3,Emergency repair
3531,2750,12/18/2023,6,Lubricated moving parts
1814,2964,4/30/2023,7,Safety inspection and compliance check
4214,389,7/23/2023,4,Safety inspection and compliance check
3543,1389,1/19/2023,2,Calibrated equipment for accuracy
1770,3654,6/29/2023,2,Checked and tightened loose connections
1912,2577,2/14/2023,6,Replaced faulty sensor
1201,3605,3/5/2023,2,Diagnostic tests and troubleshooting
731,2668,9/23/2023,2,Lubricated moving parts
5062,2306,11/30/2023,3,Diagnostic tests and troubleshooting
2008,1125,9/30/2023,2,Routine inspection and cleaning
4732,3433,7/2/2023,7,Replaced worn-out components
574,4585,7/10/2023,8,Replaced faulty sensor
2678,793,4/29/2023,8,Disinfection and sterilization
1215,3148,8/15/2023,2,Preventive maintenance
3731,4583,11/24/2023,7,Lubricated moving parts
5622,3555,4/24/2023,1,Disinfection and sterilization
2405,2351,6/5/2023,4,Lubricated moving parts
2011,4361,6/13/2023,1,Routine inspection and cleaning
5556,3570,7/20/2023,6,Replaced worn-out components
1415,3583,9/21/2023,9,Preventive maintenance
5779,4903,11/20/2023,9,Replaced worn-out components
1119,476,4/15/2023,1,Disinfection and sterilization
5623,1589,12/3/2023,1,Performed software update
695,2918,8/20/2023,1,Preventive maintenance
1140,766,10/20/2023,5,Disinfection and sterilization
3107,4776,2/5/2023,2,Checked and tightened loose connections
5029,4347,12/9/2023,9,Diagnostic tests and troubleshooting
4908,3889,4/6/2023,8,Diagnostic tests and troubleshooting
518,2669,8/12/2023,1,Emergency repair
3942,1730,12/25/2023,9,Verified calibration accuracy
3610,2751,6/12/2023,8,Preventive maintenance
5167,1798,4/27/2023,4,Lubricated moving parts
4867,3864,12/17/2023,4,Replaced worn-out components
3757,1954,9/9/2023,9,Lubricated moving parts
3426,1877,2/14/2023,7,Checked and tightened loose connections
1133,1487,9/12/2023,4,Checked and tightened loose connections
4901,3663,11/21/2023,6,Diagnostic tests and troubleshooting
2615,703,6/30/2023,4,Lubricated moving parts
17,4732,6/30/2023,1,Verified calibration accuracy
1195,3949,2/28/2023,3,Checked and tightened loose connections
5036,3543,9/27/2023,7,Disinfection and sterilization
4559,2853,11/20/2023,7,Preventive maintenance
5928,4474,7/19/2023,2,Performed software update
3515,1999,8/6/2023,9,Replaced faulty sensor
1690,3512,11/30/2023,7,Disinfection and sterilization
3059,234,5/26/2023,8,Disinfection and sterilization
3383,339,7/31/2023,1,Diagnostic tests and troubleshooting
5436,762,1/31/2023,4,Verified calibration accuracy
673,462,10/23/2023,6,Checked and tightened loose connections
1759,1817,2/21/2023,9,Lubricated moving parts
4317,1903,2/6/2023,5,Lubricated moving parts
5868,2846,2/19/2023,8,Safety inspection and compliance check
4822,4724,8/27/2023,2,Verified calibration accuracy
5183,3437,7/17/2023,7,Safety inspection and compliance check
4617,3751,8/24/2023,9,Verified calibration accuracy
3347,2754,1/11/2023,3,Preventive maintenance
2325,4785,8/15/2023,6,Calibrated equipment for accuracy
4051,1355,7/30/2023,3,Checked and tightened loose connections
505,337,12/1/2023,5,Diagnostic tests and troubleshooting
3028,2572,9/27/2023,5,Calibrated equipment for accuracy
4160,2256,4/3/2023,3,Lubricated moving parts
937,2743,1/26/2023,9,Checked and tightened loose connections
1962,4932,4/18/2023,6,Diagnostic tests and troubleshooting
893,2806,8/4/2023,4,Lubricated moving parts
2398,2057,4/8/2023,5,Disinfection and sterilization
5570,731,5/9/2023,8,Replaced worn-out components
3251,2426,3/30/2023,7,Checked and tightened loose connections
1646,2857,5/18/2023,2,Emergency repair
4177,4607,12/7/2023,6,Lubricated moving parts
1630,275,2/22/2023,9,Checked and tightened loose connections
3898,1970,8/26/2023,2,Replaced faulty sensor
2107,4535,4/16/2023,1,Verified calibration accuracy
3754,4905,6/18/2023,4,Replaced faulty sensor
1385,121,10/22/2023,2,Checked and tightened loose connections
1525,4241,5/30/2023,3,Checked and tightened loose connections
2791,4579,11/9/2023,9,Verified calibration accuracy
3955,2726,9/10/2023,7,Routine inspection and cleaning
2702,1123,8/22/2023,9,Lubricated moving parts
2385,793,1/31/2023,3,Verified calibration accuracy
2539,3623,7/15/2023,1,Performed software update
4943,4083,10/19/2023,1,Replaced worn-out components
2195,3845,7/23/2023,4,Performed software update
4189,4730,10/5/2023,7,Verified calibration accuracy
1259,2417,4/11/2023,4,Diagnostic tests and troubleshooting
941,1866,10/9/2023,8,Performed software update
1682,4127,8/24/2023,6,Routine inspection and cleaning
3633,4336,6/8/2023,5,Disinfection and sterilization
3499,2828,8/11/2023,2,Checked and tightened loose connections
4366,3110,3/19/2023,9,Diagnostic tests and troubleshooting
4419,18,7/11/2023,8,Routine inspection and cleaning
3880,930,5/27/2023,1,Performed software update
4657,2356,12/31/2023,2,Replaced faulty sensor
2584,3894,10/16/2023,8,Safety inspection and compliance check
2743,586,3/16/2023,2,Replaced worn-out components
3182,1604,4/13/2023,8,Replaced worn-out components
3132,3882,4/9/2023,5,Routine inspection and cleaning
836,4053,12/13/2023,4,Replaced worn-out components
1762,3117,11/17/2023,5,Calibrated equipment for accuracy
3090,3492,1/17/2023,3,Performed software update
3207,2220,5/8/2023,8,Calibrated equipment for accuracy
1002,56,8/8/2023,3,Safety inspection and compliance check
1553,3822,6/8/2023,2,Replaced faulty sensor
1602,4645,2/17/2023,9,Performed software update
4527,3403,9/26/2023,4,Calibrated equipment for accuracy
578,3601,12/26/2023,2,Replaced faulty sensor
4928,3271,8/14/2023,1,Checked and tightened loose connections
242,4061,12/6/2023,6,Replaced faulty sensor
3657,462,7/2/2023,9,Checked and tightened loose connections
4562,3979,12/27/2023,9,Disinfection and sterilization
352,4324,1/14/2023,9,Disinfection and sterilization
5266,1966,11/22/2023,6,Disinfection and sterilization
1303,2226,9/18/2023,9,Performed software update
5166,54,6/14/2023,7,Disinfection and sterilization
5727,952,12/30/2023,5,Replaced worn-out components
2069,346,6/20/2023,7,Performed software update
157,3759,9/6/2023,5,Lubricated moving parts
2508,277,9/20/2023,1,Replaced faulty sensor
5877,1605,12/14/2023,2,Verified calibration accuracy
3571,4859,4/1/2023,7,Checked and tightened loose connections
48,4398,2/21/2023,8,Emergency repair
5715,2768,8/7/2023,6,Performed software update
1171,2414,8/3/2023,1,Preventive maintenance
4134,1608,8/16/2023,5,Replaced faulty sensor
2811,4809,3/5/2023,3,Routine inspection and cleaning
5313,3791,1/24/2023,1,Calibrated equipment for accuracy
2975,3084,8/26/2023,6,Disinfection and sterilization
2205,2894,9/18/2023,5,Routine inspection and cleaning
1567,2340,7/27/2023,4,Checked and tightened loose connections
5013,746,9/12/2023,5,Diagnostic tests and troubleshooting
3213,4466,3/13/2023,4,Replaced worn-out components
3407,2547,6/19/2023,4,Routine inspection and cleaning
5630,703,12/8/2023,9,Emergency repair
329,41,8/4/2023,5,Checked and tightened loose connections
470,2763,8/11/2023,5,Checked and tightened loose connections
3276,538,1/18/2023,8,Emergency repair
5378,816,4/9/2023,7,Preventive maintenance
979,1643,12/12/2023,7,Lubricated moving parts
2050,158,8/12/2023,6,Performed software update
4980,4303,4/13/2023,2,Checked and tightened loose connections
2880,646,4/24/2023,8,Replaced worn-out components
3673,547,11/18/2023,1,Checked and tightened loose connections
581,3926,11/19/2023,7,Performed software update
4931,18,12/30/2023,1,Calibrated equipment for accuracy
2802,191,9/1/2023,3,Disinfection and sterilization
5999,30,7/5/2023,9,Routine inspection and cleaning
2552,256,3/22/2023,1,Routine inspection and cleaning
3079,3205,1/22/2023,5,Emergency repair
3886,4049,1/30/2023,9,Safety inspection and compliance check
1241,553,12/27/2023,9,Replaced worn-out components
2645,2348,4/10/2023,9,Lubricated moving parts
842,153,12/11/2023,8,Verified calibration accuracy
1010,4033,4/29/2023,8,Calibrated equipment for accuracy
1953,3325,4/18/2023,6,Replaced worn-out components
5754,3885,4/10/2023,2,Checked and tightened loose connections
1922,2104,4/12/2023,5,Diagnostic tests and troubleshooting
1575,3497,12/23/2023,6,Replaced worn-out components
5300,2207,4/12/2023,2,Disinfection and sterilization
5946,1011,5/12/2023,5,Diagnostic tests and troubleshooting
3286,1995,7/8/2023,7,Performed software update
4518,3866,7/5/2023,5,Checked and tightened loose connections
5822,3440,11/13/2023,1,Checked and tightened loose connections
5398,2465,11/2/2023,8,Disinfection and sterilization
1762,3717,5/28/2023,9,Replaced worn-out components
2485,4888,1/1/2024,9,Replaced faulty sensor
4250,902,4/22/2023,6,Calibrated equipment for accuracy
4791,1068,5/14/2023,1,Preventive maintenance
5262,725,2/2/2023,5,Verified calibration accuracy
5273,1875,1/30/2023,8,Checked and tightened loose connections
3009,3391,1/16/2023,7,Replaced faulty sensor
5920,1582,11/8/2023,1,Calibrated equipment for accuracy
1338,1214,9/15/2023,1,Lubricated moving parts
5188,1887,2/23/2023,4,Diagnostic tests and troubleshooting
3251,4221,7/23/2023,2,Verified calibration accuracy
3572,1168,7/28/2023,8,Disinfection and sterilization
4939,3524,3/6/2023,7,Diagnostic tests and troubleshooting
