License_Number,FirmName,Doing_Business_As: ,Expiration_Date,Work_Phone,Street_Address,City,State,Zipcode
57068,"Reliance Medical Supply, LLC",,12/19/2014,(408) 263-7070,240 S. Hillview Drive,Milpitas,CA,95035
57124,"LifeCareSolutions, Inc.",,1/26/2015,(310) 522-4120,"1250 E. 223rd Street, Suite #111",Carson,CA,90745
57130,"Lincare, Inc.",,1/4/2015,(559) 788-2000,314 Sequoia Circle,Porterville,CA,93257
57157,"Alpha & Omega Health, Inc.",Diamond Medical Supply,1/3/2015,(909) 839-0066,"19745 E. Colima Road, Suite 7",Rowland Heights,CA,91748
57201,LCTC Incorporated,All Care Equipment and Supplies/ACES,1/12/2015,(559) 226-2237,5153 N. Blackstone,Fresno,CA,93710
57242,Valley Oxygen,Synergy Sleep & Respiratory,2/22/2015,(805) 786-4380,2308 Broad Street,San Luis Obispo,CA,93401
57243,"Dynamic Medical Systems, LLC.",,1/25/2015,(559) 292-5204,"2562 North Purdue, #103",Fresno,CA,93727
57244,Therapeutic Home Care,,1/24/2015,(805) 240-9233,"580 East 3rd Street, Unit F",Oxnard,CA,93030
57306,"Fountain Valley Orthotics & Prosthetics, Inc.",Fountain Orthotics & Prosthetics,2/15/2015,(714) 210-1298,"16520 Harbor Blvd., Suite G",Fountain Valley,CA,92708
57358,"Accredited Medical Equipment & Supply, Inc.",Accredited Medical Supplies,2/22/2015,(818) 704-7770,21142 Ventura Blvd.,Woodland Hills,CA,91364
57314,"ALA Healthcare, Inc.",Rehab Support Systems,2/1/2015,(800) 473-0885,2811 Metropolitan Place,Pomona,CA,91767
57325,"AV Respiratory Services, Inc.",,1/27/2015,(661) 951-0011,"1601 West Avenue J, Suite 201",Lancaster,CA,93534
57360,Omnea Health,,4/19/2015,(877) 725-0859,"14 Goodyear Street, #135",Irvine,CA,92618
57385,Challee R. Young,Apollo Respiratory Services,2/22/2015,(707) 206-0230,2930 Dutton Avenue,Santa Rosa,CA,95407
57386,Central Valley Medical Supplies,,2/22/2015,(559) 478-4691,"1731 W. Bullard Avenue, #128",Fresno,CA,93711
57389,Bischoff's Medical Supplies,,2/2/2015,(916) 721-1060,7700 Sunrise Blvd. Suite 1300,Citrus Heights,CA,95610
57437,Merlin Technologies,,3/12/2015,(805) 388-7669,699 Mobil Avenue,Camarillo,CA,93010
57445,"Hucek Enterprises, LLC.",Physicians Choice Medical Equipment,2/22/2015,(209) 341-0700,909 B W Roseburg Avenue,Modesto,CA,95350
57463,"Boom Investments, Inc.",ProCare Medical Supplies,2/10/2015,(510) 627-0000,"2844 Summit Street, Suite 204",Oakland,CA,94609
57464,Maldonado Medical LLC,,2/28/2015,(949) 732-9508,"5000 Birch Street, Suite 420",Newport Beach,CA,92660
57486,"Palo Alto Medical Foundation for Health Care, Research & Education",,4/13/2015,(408) 523-3460,"1309 South Mary Avenue, #212",Sunnyvale,CA,94087
57539,"Gamburd, Inc.",,2/27/2015,(818) 834-2792,12405 Montague Street,Pacoima,CA,91331
57556,"REM Diagnostics, Inc.",,3/6/2015,(805) 785-0126,"1329 Broad Street, Suite C",San Luis Obispo,CA,93401
57568,"Living Spinal, LLC.",,3/7/2015,(619) 810-0010,"3517 Del Rey St., Suite 106A",San Diego,CA,92109
57569,"A-Z HME, Inc.",,3/8/2015,(559) 804-6703,2467 Simpson Street,Kingsburg,CA,93631
57589,"AdvantaCare Health, Inc.",AdvantaCare Medical,3/30/2015,(800) 481-4662,"13939 E. 14th Street, Suite 190",San Leandro,CA,94578
57590,"A Leg Up of ETS, LLC",A Leg Up of Northern California,3/7/2015,(510) 523-4143,1128 Pearl Street,Alameda,CA,94501
57664,"Lifecare Solutions, Inc.",,4/13/2015,(408) 347-9050,2114 Ringwood Avenue,San Jose,CA,95131
57666,"99 Medical Equipment, Healthcare Supplies & Wheelchair Center",99 Medical Equipment & Wheelchair Center,4/2/2015,(626) 872-3633,"201 W. Garvey Avenue, Suite 105",Monterey Park,CA,91754
57668,"Avasco Medical Supply, Inc.",,3/30/2015,(805) 522-5333,"690 E. Los Angeles Ave., Suite D",Simi Valley,CA,93065
57724,Elk Grove Medical Supplies,,3/27/2015,(916) 686-9595,8949 Elk Grove Blvd.,Elk Grove,CA,95624
57760,"Olive-Med Supply Co., Inc.",,4/4/2015,(805) 667-2191,"110 N. Olive St., #Q",Ventura,CA,93001
57852,"Abrexis OrthoCare, LLC",,4/27/2015,(714) 237-9600,"685 N. Shepard Street, Suite #B",Anaheim,CA,92806
57830,East Bay Medical Supply,,5/17/2015,(925) 513-1688,"5421 Lone Tree Way, Suite 150",Brentwood,CA,94513
57836,"Medical Supplies IHP, Inc.",,4/24/2015,(805) 517-2995,"530 Los Angeles Avenue, Suite 117",Moorpark,CA,93021
57845,"Hill-Rom Company, Inc.",,4/10/2015,(559) 346-1115,"2935 S. Elm Avenue, Suite 103",Fresno,CA,93706
57911,Alliance Medical Supply,,6/19/2015,(818) 833-7000,"12601 San Fernando Road., Suite F",Sylmar,CA,91342
57938,"ZOK, Inc.",,5/1/2015,(818) 541-1263,2948 1/2 Honolulu Avenue,La Crescenta,CA,91214
57942,"Lifecare Solutions, Inc.",,5/4/2014,(415) 382-1024,"394 Bel Marin Keys Blvd., Suite 4",Novato,CA,94949
57973,"Lifecare Solutions, Inc.",,5/11/2015,(925) 689-7361,"4075 Sprig Drive, Suite B",Concord,CA,94520
58013,"Team Makena, LLC.",,5/9/2015,(949) 474-1753,"17461 Derian Avenue, Suite 200",Irvine,CA,92614
58042,"Express Medical Supply, LLC",,5/17/2014,(619) 423-2600,"639 Marsat Court, Suite B",Chula Vista,CA,91911
58055,"Aids for Daily Living, Inc.","ADL, Inc.",5/24/2015,(916) 624-0900,"1140 Sunset Blvd., Suite 140",Rocklin,CA,95765
58081,Shield Healthcare,,8/2/2015,(909) 512-9290,"3290 E. Guasti Road, Suite 130",Ontario,CA,91761
58105,"VerusCare, Inc.",,5/30/2015,(530) 273-7996,"1106 N D Street, #12",Sacramento,CA,95811
58140,"Well Equip, LLC",Durable Medical Equipment,5/29/2015,(925) 267-3017,138 Hillcrest Avenue,Pittsburg,CA,94565
58143,Palmedeq Corporation,Palmedeq,5/25/2015,(805) 376-1900,"2373 Teller Road, #105",Newbury Park,CA,91320
58178,"AIDS Medical Enterprises, Inc.","A.M.E., Inc. and/or American Medical Enterprises Inc",6/5/2015,(562) 698-0266,12505 Lambert Road,Whittier,CA,90606
58180,Lincare,,6/4/2015,(925) 288-8890,"1940 Olivera Road, Suite D",Concord,CA,94520
58213,"El Monte Nutritional and Medical Supplies, Inc.",,3/29/2015,(626) 279-6449,2002 Durfee Avenue,South El Monte,CA,91733
58221,"Qualmed Precision, Inc.",,6/7/2015,(530) 222-4156,"1495 Victor Avenue, Suite C",Redding,CA,96003
58261,Blueberry Medical,Sleepytime,9/12/2015,(818) 789-0203,5400 Balboa Blvd. Suite 212,Encino,CA,91316
58264,"First Quality Medical Management, Inc.",,7/5/2015,(951) 785-7500,"9860 Indiana Avenue, Unit 13",Riverside,CA,92503
58265,"Easy Breathe, Inc .",,6/20/2015,(866) 564-2252,"11859 Wilshire Blvd., Suite 602",Los Angeles,CA,90025
58266,"Parkville, LLC",Mega Health Vitamins,6/25/2015,(310) 768-0012,"15435 S. Western Avenue, Suite 117",Gardena,CA,90249
52384,"ApniCure, Inc.",,7/3/2015,(650) 361-9300,900 Chesapeake Drive,Redwood City,CA,94063
58302,Empire CPAP,,8/6/2015,(909) 987-8042,"8598 Utica Avenue, Suite 100",Rancho Cucamonga,CA,91730
58344,"Chrysalis Medical Technology, Inc.",,7/3/2014,(415) 457-7400,"900 Larkspur Landing Circle, Suite 220",Larkspur,CA,94939
58353,"Home Medical Enterprises, LLC",,6/7/2015,(909) 399-9911,"415 W. Foothill Blvd., Suite 221",Claremont,CA,91711
58385,"Omni Motion, Inc.",,8/7/2014,(800) 735-0112,"2888 Loker Avenue East, #208",Carlsbad,CA,92010
58386,"AMD Medical Supply, Inc.",,7/2/2014,(916) 485-2500,3108 Arden Way,Sacramento,CA,95825
58382,"Horizon Oxygen and Medical Equipment, Inc.",,7/5/2015,(858) 569-6340,7868 Convoy Court,San Diego,CA,92111
58402,"Ample Group Holding, Inc.","Comfort Medical Services, Inc.",7/9/2014,(909) 623-4807,854 E. Mission Blvd.,Pomona,CA,91766
58430,"South Bay DME, LLC",,8/6/2014,(310) 418-0308,1285 W. 19th Street,San Pedro,CA,90731
58435,"S&G Homecare, Inc.",,8/6/2014,(949) 474-2050,3115 Airway Avenue,Costa Mesa,CA,92626
58532,"MD Orthopedics, Inc.",,8/6/2015,(818) 305-3838,"13833 Ventura Blvd., #206",Sherman Oaks,CA,91423
58559,"Sacramento Medical Supply, LLC",Bischoff's Medical Supplies,8/28/2014,(916) 974-1100,2590 Alta Arden Expressway,Sacramento,CA,95825
58562,"Aero Mobility, Inc.",,9/14/2015,(714) 835-1000,1001 N. Weir Canyon Road,Anaheim,CA,92807
58569,"McKinlay Enterprises, Inc.",The Bone Store,8/8/2015,(559) 226-7500,6610 N. Blackstone Avenue,Fresno,CA,93710
58589,Lifecare Solutions,,9/14/2014,(714) 258-7801,15261 Barranca Parkway,Irvine,CA,92618
58607,"Medox Services, Inc.",Ideal Home Care,8/6/2015,(562) 404-2255,13453 Pumice Street,Norwalk,CA,90650
58600,AMD Medical Supply,,8/31/2014,(530) 231-5862,1260 Lake Blvd,Davis,CA,95616
58622,"Interactive Medical Systems, Inc.",,8/31/2015,(714) 894-5029,"3437 Myrtle Avenue, #380",North Highlands,CA,95660
58629,"LifeCare Solutions, Inc.",,10/22/2014,(909) 478-5401,1220 Research Drive,Redlands,CA,92374
58647,Andrea Marie Ewert,"Home Oxygen Company, LLC",9/26/2014,(916) 920-0202,4049 N. Freeway Blvd.,Sacramento,CA,95834
58676,"Ayah's Medical Supply, LLC",,8/16/2014,(310) 970-7900,13335 Hawthorne Blvd.,Hawthorne,CA,90250
58719,"Northern Rehab Equipment, Inc.",Harmony Home Medical,8/17/2014,(858) 560-8177,4869 Convoy Street,San Diego,CA,92111
58726,"Active Mobility Center, Inc.",,8/23/2015,(760) 962-1050,14330 7th Street,Victorville,CA,92395
58745,"Reliant Medical Supplies & Orthotics, Inc.",,9/10/2014,(323) 525-1211,5855 Venice Blvd.,Los Angeles,CA,90019
58787,"Interactive Medical Systems, Inc.",,9/7/2014,(714) 894-5029,"521 Harbor Court, Unit D754",Pittsburgh,CA,94565
58855,"Westprime Systems, Inc.","Westprime Systems, Inc.",10/17/2014,(714) 529-2027,5751 Chino Avenue,Chino,CA,91710
58888,"Health & Mobility, Inc.",,3/14/2015,(951) 600-1635,"40414 California Road, Suite D",Murrieta,CA,92562
58912,"Orange Coast Medical Services, Inc.",,10/17/2014,(714) 892-7205,"12062 Valley View Street, Suite 125",Garden Grove,CA,92845
58913,"Amery Consulting, Inc.",Pro Sleep Care,9/26/2014,(760) 779-1444,"72855 Fred Waring Drive, Suite C19",Palm Desert,CA,92260
58970,"Recovery Medical Services, LLC",,10/2/2014,(657) 888-6250,"1500 S. Sunkist Street, Suite D",Anaheim,CA,92806
58977,All In One Care Medical Services,,10/11/2014,(714) 879-0122,"1030 S. Cypress Street, Suite A",La Habra,CA,90631
58991,Valley Oxygen,Synergy Sleep & Respiratory,10/11/2014,(707) 427-1821,"817 Missouri Street, Suite 2",Fairfield,CA,94533
58990,"Hospice Solutions, Inc.",Elite Healthcare Partners,11/6/2014,(951) 300-9343,"1271 Columbia, Suite F4",Riverside,CA,92507
58999,Galleria Medical Supply,,10/10/2015,(323) 737-8585,"3250 W. Olympic Blvd., Suite 301",Los Angeles,CA,90006
59017,"A Homecare Device, Inc.",,10/11/2014,(800) 757-9797,1518 W. Washington Blvd.,Montebello,CA,90640
59052,Ghazar Gus Zokian,Medic Care Supplies,10/24/2014,(818) 541-8600,"2930 Honolulu Avenue, Suite 101",La Crescenta,CA,91214
59056,San Jose Medical Supply,San Jose Medical Supply,12/12/2014,(408) 453-7200,283 E. Brokaw Road,San Jose,CA,95112
59057,"RX Essentials, LLC",Health Essentials,11/7/2014,(714) 852-6556,"3303 Harbor Blvd., Suite C-1",Costa Mesa,CA,92626
59090,Ntiedo Johnson Inyang,Lifeline Medical Care,11/5/2014,(510) 505-9134,"4673 Thornton Avenue, Suite #3",Fremont,CA,94536
59123,"Pulmonaire, Inc.",02 Services,1/17/2015,(909) 593-0202,750 Arrow Highway,La Verne,CA,91750
59125,"NorCal Respiratory, Inc.",,4/30/2015,(530) 246-1200,43563 State Hwy 299 East,Fall River Mills,CA,96028
59127,"Custom Care Home Health Services, Inc.",,4/3/2015,(916) 714-1155,"9826 Bond Road, Suite A",Sacramento,CA,95624
57600,"DJO, LLC.",,11/5/2014,(800) 321-9549,3151 Scott Street,Vista,CA,92081
59150,"Medline Industries, Inc.",,10/30/2014,(209) 858-3279,400 D'Arcy Parkway,Lathrop,CA,95330
59171,"Forever Active, Inc.",,11/16/2014,(626) 389-8790,"1 W. Mountain Street, Unit 9",Pasadena,CA,91103
59172,"Mobility Masters Northern California, Inc.",Mobility Masters,11/15/2014,(707) 525-1994,1575 Farmers Lane,Santa Rosa,CA,95405
59192,"Horizon Medical Supply, Inc.",,11/9/2014,(619) 469-6055,"6062 Lake Murray Blvd., Suite 109-110",La Mesa,CA,91942
59193,"Northern Rehab Equipment, Inc.",Northern Rehab and Respiratory,11/19/2014,(530) 896-1505,"2259 Esplanade, Suite A",Chico,CA,95926
59194,"Dynamic Medical Systems, LLC",,3/29/2015,(707) 444-2409,"1805 2nd Street, Suite C",Eureka,CA,95501
59195,"Dynamic Medical Systems, LLC",,2/13/2015,(209) 524-2300,5278 Jerusalem Court,Modesto,CA,95356
59214,"Homedical, Inc.",,11/27/2014,(714) 438-2230,"3506 W. Lake Center Drive, Suite B",Santa Ana,CA,92704
59215,"Sizewise Rentals, LLC",,11/28/2014,(858) 577-0353,"9865 Businesspark Avenue, Suite A",San Diego,CA,92131
59222,"MedSol USA, LLC",,1/28/2015,(951) 358-0744,7404 Morris Street,Riverside,CA,92503
59254,Children's Hospital Central California,Children's Homecare,12/4/2014,(559) 353-7125,"7555 N. Del Mar, Suite 101",Fresno,CA,93711
59268,"Mission Surgical, Inc.",,11/26/2014,(858) 492-1023,"2382 Camino Vida Roble, Suite L",Carlsbad,CA,92011
59273,MTS Health Supplies Inc.,,3/25/2015,(951) 279-2289,"15870 El Prado Road, Unit B",Chino,CA,91708
59325,"Dentsply IH, Inc.",Wellspect HealthCare,2/28/2016,(877) 456-3742,"840 Apollo Street, Suite 115",El Segundo,CA,90245
59343,"Innovations Health Devices, LLC",Kinova USA; Wijit,7/5/2015,(916) 791-0505,"1009 Enterprise Way, Suite 350",Roseville,CA,95678
59349,Wallace Home Medical Supplies,,1/17/2015,(805) 238-3935,549 10th Street,Paso Robles,CA,93446
59361,"KCI USA, Inc.",,1/2/2015,(858) 537-9621,"7965 Dunbrook Road, Suite H",San Diego,CA,92126
59390,"Memley Medical Supply, Inc.",Aid 2 Life Medical Supplies,1/8/2015,(562) 219-5925,14367 Clark Avenue,Bellflower,Ca,90706
59410,"L.A. Medical Supply, Inc.",,12/24/2014,(323) 734-4800,"966 S. Western Avenue, #104",Los Angeles,CA,90006-1014
59412,"Titan Medical DME, Inc.",,1/8/2015,(888) 578-4826,"803 Camarillo Springs Road, Suite A",Camarillo,CA,93012
59437,"Tri Valley Sleep Center, LLC",,1/16/2015,(925) 327-0200,"5201 Norris Canyon Road, Suite 120",San Ramon,CA,94583
59448,Kid's Korner,,1/15/2015,(408) 971-1034,"165 Lewis Road, Suite 10",San Jose,CA,95111
59449,"Sizewise Rentals, LLC",,3/11/2015,(510) 732-8011,19530 Cabot Blvd.,Hayward,CA,94545
59450,"Sonitus Medical, Inc.",,1/28/2015,(650) 838-0325,"1900 Alameda De Las Pulgas, Suite# 200",San Mateo,CA,94403
59466,"Doctor DME, LLC",,2/15/2015,(805) 498-6888,"2363 Teller Road, Unit # 114",Newbury Park,CA,91320
59483,Morgan M Bischoff,Bischoff's Medical Supplies,2/19/2015,(916) 780-1062,118 Sunrise Avenue,Roseville,CA,95661
59484,California Sleep Solutions,,1/17/2015,(916) 789-0112,"1020 Sundown Way, Suite 150",Roseville,CA,95661
59486,"Abraham Ishaaya MD, a Professional Corporation",I Am Sleep,2/1/2015,(855) 426-7533,"5901 W. Olympic Blvd, #200, #201",Los Angeles,CA,90036
59503,"Super Care, Inc.",,1/24/2015,(626) 774-4508,"505 Watt Drive, Suite 3",Fairfield,CA,94534
59504,"Super Care, Inc.",,1/30/2016,(800) 206-4880,"3485 Sacramento Drive, Suite E",San Luis Obispo,CA,93401
59505,"Super Care, Inc.",,1/25/2015,(800) 206-4880,1107 Kansas Avenue,Modesto,CA,95351
59510,"Family Home Medical, Inc.",,2/6/2015,(916) 925-7009,"5525 Dewey Drive, Suite 106A",Fair Oaks,CA,95628
59563,"Sherman Oaks Medical Supplies, Inc.",,2/12/2015,(818) 896-9996,"10725 San Fernando Road, Suite 100",Pacoima,CA,91331
58897,"Stevenson Industries, Inc.",,2/7/2015,(805) 426-3544,"780 Chambers Lane, #200",Simi Valley,CA,93065
59605,"Assurance Medical Supply, Inc.",,2/21/2015,(888) 865-0936,"10722 Arrow Route, Suite 612",Rancho Cucamonga,CA,91730
59612,"KCI USA, Inc.",,2/22/2015,(818) 846-3589,606 S. Glenwood Place,Burbank,CA,91506
59613,"The Mobility Center, Inc.",,2/7/2015,(949) 716-2006,"22692 Granite Way, Suite A",Laguna Hills,CA,92653
59646,"West Healthcare Solutions, Inc.",Mercy Plaza Respiratory & Medical Supply,3/8/2015,(661) 324-9411,1329 34th Street,Bakersfield,CA,93301
59626,"Parkeville, LLC",Mega Health Vitamins,1/24/2015,(818) 785-4847,7130 Van Nuys Blvd.,Van Nuys,CA,91405
59623,"Byram Healthcare Centers, Inc.",Byram Healthcare,3/1/2015,(866) 340-0511,5302 Rancho Road,Huntington Beach,CA,92647
59620,NTS DME,South Coast Medical,2/22/2015,(800) 992-7846,"2775 Mesa Verde, Suite E, #W109",Costa Mesa,CA,92626
59656,"Academy Medical Equipment, Inc.",,3/8/2015,(559) 261-9641,"230 W. Fallbrook Ave., #107",Fresno,CA,93711
59681,Lincare Inc.,,4/15/2015,(209) 522-4985,"4824 Stratos Way, Suite A",Modesto,CA,95356
59687,Comfort Care Enterprises LLC,Comforrt Care Providers,4/24/2015,(805) 604-7800,"2051 Cabot Place, Unit H",Oxnard,CA,93030
59697,"Care Concepts, Inc.",,3/15/2015,(818) 566-7553,"7222 Van Nuys Blvd., Suite E",Van Nuys,CA,91405
59701,Qualium Corp.,CPAP Specialist,3/8/2015,(866) 887-6673,50 Oak Lane,Mountain View,CA,94043
59703,"KCI USA, Inc.",,3/20/2015,(510) 614-8417,14717 Catalina St.,San Leandro,CA,94577
59728,"SF Royal Medical Supply, Inc.",A to Z Royal Medical Supply,3/5/2015,(415) 831-2330,2411 Clement Street,San Francisco,CA,94121
59735,Elk Grove Medical Supplies,Meskell's Medical Supplies,3/8/2015,(916) 955-6756,1972 Stockton Blvd.,Sacramento,CA,95816
59761,Dynamic DME,,3/22/2015,(323) 728-8700,5875 S. Eastern Avenue,Commerce,CA,90040
59762,"Super Care, Inc.",,4/4/2015,(818) 262-7417,"12176 Industrial Blvd., Unit 5",Victorville,CA,92395
59778,"Mobility Professionals, Inc.",,3/18/2015,(949) 716-3694,24 Rancho Circle,Lake Forest,CA,92630
59793,"Lemon Grove Medical Supplies, Inc.",Lemon Grove Medical Supplies,3/25/2015,(619) 464-1461,7737 Pacific Avenue,Lemon Grove,CA,91945
59795,"Armel Medical, Inc.",,3/29/2015,(818) 632-8062,1300 S. Central Avenue,Glendale,CA,91204
59796,"Vision Quest Industries, Inc.",VQ OrthoCare,4/4/2015,(760) 734-1550,"1390 Decision Street, Suite A",Vista,CA,92081
59821,"KCI USA, Inc.",,3/26/2015,(909) 478-3860,"328 Commercial Road, Suite 105",San Bernardino,CA,92408
59843,Apria Healthcare LLC,,3/29/2015,(760) 353-6470,1201 S. Hope Street,El Centro,CA,92243
59896,"Got Sleep, Inc.",Renaissance Sleep Center of O.C.,4/15/2015,(714) 444-0440,"1504 Brookhollow Drive, #118",Santa Ana,CA,92705
59894,"Altomed, LLC",,4/12/2015,(650) 967-8787,"305 South Drive, Suite 4",Mountain View,CA,94040
59895,"National Seating Mobility, Inc.",,4/19/2015,(559) 252-4396,"4980 East University Avenue, Unit 114",Fresno,CA,93727
59917,"KCI USA, Inc.",,4/17/2015,(530) 226-8040,2922 Innsbruck Dr.,Redding,CA,96003
59918,Care Medical & Surgical Supplies,,4/3/2015,(916) 965-3632,7996-A California Avenue,Fair Oaks,CA,95628
59919,"KCI USA, Inc.",,4/16/2015,(714) 774-1193,"720 N. Valley Street, Suite K",Anaheim,CA,92801-3830
59959,Valley Oxygen,Synergy Sleep & Respiratory,5/7/2015,(661) 368-9715,"16 W. Mission Street, Suite J",Santa Barbara,CA,93101
60014,Qualium Corp.,CPAP Specialist,4/23/2015,(866) 887-6673,2939 Summit Street,Oakland,CA,94609
65466,"Prismatik Dentalcraft, Inc.",Glidewell Labs.,4/25/2015,(949) 440-2683,18651 Von Karman Avenue,Irvine,CA,92612
65471,"KCI USA, Inc.",,5/2/2015,(916) 921-1370,"3951 Performance Drive, Suite H",Sacramento,CA,95838
60066,Precision Movement and Bracing,Precision Movement and Bracing,5/8/2015,(559) 288-3588,"1450 Tollhouse Road, #108",Clovis,CA,93611
60123,ATG-Rehab Specialists Inc.,Numotion,5/21/2015,(877) 444-6385,"90 E. Escalon Ave., Suite 101",Fresno,CA,93710
71417,Elk Grove Medical Supplies,Meskell's Medical Supplies,5/7/2015,(916) 379-9813,"8363 Folsom Blvd., Suite 108",Sacramento,CA,95826
71418,Hoveround Corporation,,5/17/2015,(800) 771-6565,"4781 Pell Drive, Unit 4",Sacramento,CA,95838
53956,Quality Care DME Solutions,,5/2/2014,(909) 825-5213,12210 Michigan Ave. Unit 3 & 4,Grand Terrace,CA,92313
71428,"1st Medical Supply, Inc.",,5/7/2015,(866) 737-9397,891 W 16th Street,Newport Beach,CA,92663
71436,Enhance Healthcare Medical Supply,,5/14/2015,(951) 509-0440,"9840 Indiana Blvd., Unit 4",Riverside,CA,92503
71439,Lincare Inc.,,6/19/2015,(818) 504-9010,"9990 Glenoaks Blvd., Suite B",Sun Valley,CA,91352
71440,"Medline Industries, Inc.",,6/10/2015,(909) 386-0362,1089 E. Mill Street,San Bernardino,CA,92408
71463,"Pacific Medical, Inc.",Pacific Medical Prosthetics & Orthotics,8/2/2015,(559) 438-2745,"6011 Fresno Street, Suite 115",Fresno,CA,93710
71464,"Medequip Resources, LLC",,5/22/2015,(800) 580-6431,25441 Rye Canyon Road,Valencia,CA,91355
40843,California Tool & Welding Supply,,11/15/2014,(951) 686-7822,201 North Main Street,Riverside,CA,92501
71502,"Ready Medical Supply, Inc.",,5/28/2014,(562) 461-7880,"2550 West Main Street, Suite 204",Alhambra,CA,91801
71509,"West Coast DME & Supplies, LLC",OrthoKinetix,5/30/2015,(909) 477-3117,"10574 Acacia Street , Suite D4",Rancho Cucamonga,CA,91730
71513,"Sincere Care Management, Inc.",Sincere Care Medical Supply,6/5/2015,(415) 752-3288,2272 Palou Avenue,San Francisco,CA,94124
71522,"Kadence Healthcare, Inc.",,6/20/2014,(650) 260-2543,"1755 E. Bayshore Road, #9A",Redwood City,CA,94063
71523,"Medline Industries, Inc.",,6/7/2015,(909) 796-8543,1455 Research Drive,Redlands,CA,92374
71541,"CPAP Care, Inc.",,6/4/2015,(626) 357-9100,"931 Buena Vista Street, Suite 300",Duarte,CA,91010
71584,"Xsportsmed, LLC",,6/10/2015,(760) 230-1305,"619 S. Vulcan Avenue, #104",Encinitas,CA,92024
71609,"New West Medical, Inc.",,6/20/2015,(530) 897-2123,"2555 Zanella Way, Suite C",Chico,CA,95928
71611,"New West Medical, Inc.",,7/16/2015,(530) 221-5864,2971 Churn Creek Road,Redding,CA,96002
71637,Paula Henry,Yosemite Medical Supply,6/12/2015,(559) 683-5741,"40671 Highway 41, #A",Oakhurst,CA,93644
71685,"Healthy Standards, Inc.",Healthy Standards Medical Supply,8/8/2014,(323) 721-0011,5354 Whittier Blvd.,Los Angeles,CA,90022
71702,"Gravity Plus Products, Inc.",,7/9/2014,(805) 426-4100,"2380 Shasta Way, Unit E",Simi Valley,CA,93065
71707,A+ Medical Supplies,,7/29/2015,(818) 561-4055,"224 E. Olive Avenue, Suite 213",Burbank,CA,91502
71713,"Pacific Home Medical, Inc.",,7/3/2015,(530) 823-7413,"3740 Grass Valley Highway, #3",Auburn,CA,95602
71717,"Pulmonary Solutions, LLC",,6/20/2015,(877) 290-8636,"3375 Scott Blvd., Suite 110",Santa Clara,CA,95054
71751,"Nationwide Medical, Inc.",,7/16/2015,(818) 338-3500,29901 Agoura Road,Agoura Hills,CA,91301
60006,"Hygeia II Medical Group, Inc.",,12/17/2014,(760) 840-0341,1375 S. Acacia Avenue,Fullerton,CA,92831
71805,"ArjoHuntleigh, Inc.",,6/27/2015,(323) 353-5619,"3378 North San Fernando Road, Suite 101/102",Los Angeles,CA,90065
71806,"ArjoHuntleigh, Inc.",,7/15/2016,(858) 530-0044,"7756 Trade Street, Suite C",San Diego,CA,92121
71807,"ArjoHuntleigh, Inc.",,8/9/2014,(408) 437-1659,"1040 Commercial Street, Suite 110-111",San Jose,CA,95112
71808,Manuel Hernandez,Medi-Stop West,7/15/2015,(661) 328-9920,2333 Brundage Lane,Bakersfield,CA,93304
71809,"Sleepmed Therapies, Inc.",,7/17/2015,(408) 260-9170,"1101 South Winchester Blvd., Suite N260",San Jose,CA,95128
71810,"Sleepmed Therapies, Inc.",,7/11/2015,(805) 682-7193,"2323 Oak Park Lane, Suite 201",Santa Barbara,CA,93105
71811,"Sleepmed Therapies, Inc.",,7/18/2015,(626) 793-3462,"959 E. Walnut Street, Suite 125",Pasadena,CA,91107
71812,"Sleepmed Therapies, Inc.",,7/9/2015,(909) 478-0172,"11201 California Street, Suite B1",Redlands,CA,92354
71813,"Sleepmed Therapies, Inc.",,7/17/2015,(209) 575-0861,"1200 Scenic Drive, Suite 100",Modesto,CA,95350
71882,"Coastline Medical, LLC",,10/2/2014,(805) 962-7100,501 E. Gutierrez Street,Santa Barbara,CA,93103
71883,Apria Healthcare LLC,,8/20/2015,(714) 626-6040,750 Columbia Street,Brea,CA,92821
71884,"Vision Quest Industries, Inc.",,7/18/2015,(949) 468-8726,"6485 Day Street, Suite 301",Riverside,CA,92506
71885,"Vision Quest Industries, Inc.",VQ OrthoCare,8/8/2015,(760) 477-8201,6800 Brockton Avenue,Riverside,CA,92506
71910,"ArjoHuntleigh, Inc.",,7/26/2015,(209) 481-1079,616 Commerce Court,Manteca,CA,95336
71911,Sierra Home Care,,7/17/2014,(909) 596-3330,"1440 N. Benson Avenue, Suite E",Upland,CA,91786
71960,"Lincare, Inc.",,8/29/2015,(760) 340-1504,"41951 Corporate Way, Suites B&C",Palm Desert,CA,92260
71964,Life Force D.M.E. LLC,,7/17/2015,(619) 534-8200,"3025 Beyer Blvd., Suite E102",San Diego,CA,92173
71967,"KCI USA, Inc.",,8/7/2015,(209) 239-1896,1076 Mellon Avenue,Manteca,CA,95337
72016,Elk Grove Medical Supplies,Mekell's Medical Supplies,7/25/2015,(916) 782-2020,"8870 Auburn Folsom Rd., Suite C",Granite Bay,CA,95746
72017,Med-Supply Plus,,4/10/2015,(909) 657-9996,"9375 Archibald, Unit 803",Rancho Cucamonga,CA,91730
72018,Nancy Tuscano,Sierra Sleep Diagnostics,9/11/2014,(530) 265-5902,"590 Searls Avenue, Suite 3",Nevada city,CA,95959
